Date,Open,High,Low,Close,"Trend ‌Supertrend‌ (7,3)"
Tue May 14 2024 12:00:00 GMT+0530 (India Standard Time),22181.9,22194.9,22179.05,22193.85,22137.72
Tue May 14 2024 12:05:00 GMT+0530 (India Standard Time),22193.8,22202.15,22183.4,22199.8,22142.52
Tue May 14 2024 12:10:00 GMT+0530 (India Standard Time),22199.45,22199.45,22184.35,22185.3,22142.52
Tue May 14 2024 12:15:00 GMT+0530 (India Standard Time),22185.3,22186.1,22167,22177.1,22142.52
Tue May 14 2024 12:20:00 GMT+0530 (India Standard Time),22177.15,22178.85,22168.65,22177.35,22142.52
Tue May 14 2024 12:25:00 GMT+0530 (India Standard Time),22176.15,22186.25,22173.2,22185.05,22142.52
Tue May 14 2024 12:30:00 GMT+0530 (India Standard Time),22184.9,22193.1,22183.2,22190.2,22143.92
Tue May 14 2024 12:35:00 GMT+0530 (India Standard Time),22188.95,22195.5,22186.65,22195,22149.37
Tue May 14 2024 12:40:00 GMT+0530 (India Standard Time),22194.8,22200.6,22191.75,22194.65,22156.64
Tue May 14 2024 12:45:00 GMT+0530 (India Standard Time),22194.45,22204.5,22192.15,22197.45,22159.14
Tue May 14 2024 12:50:00 GMT+0530 (India Standard Time),22197.4,22228.15,22195.7,22227.25,22164.43
Tue May 14 2024 12:55:00 GMT+0530 (India Standard Time),22226.05,22231.8,22220.55,22223.75,22180.65
Tue May 14 2024 13:00:00 GMT+0530 (India Standard Time),22223.5,22236.8,22219.8,22226.05,22181.99
Tue May 14 2024 13:05:00 GMT+0530 (India Standard Time),22227.8,22230.8,22218.45,22227.15,22181.99
Tue May 14 2024 13:10:00 GMT+0530 (India Standard Time),22226.4,22236.85,22214.95,22220.45,22181.99
Tue May 14 2024 13:15:00 GMT+0530 (India Standard Time),22220.35,22225.75,22202.6,22202.65,22181.99
Tue May 14 2024 13:20:00 GMT+0530 (India Standard Time),22202.2,22214.55,22202.2,22214.5,22181.99
Tue May 14 2024 13:25:00 GMT+0530 (India Standard Time),22214.65,22233,22214.3,22230.8,22181.99
Tue May 14 2024 13:30:00 GMT+0530 (India Standard Time),22230.75,22240,22223.45,22233.3,22181.99
Tue May 14 2024 13:35:00 GMT+0530 (India Standard Time),22233.05,22234.1,22222.8,22233.55,22181.99
Tue May 14 2024 13:40:00 GMT+0530 (India Standard Time),22233.9,22241.45,22231.45,22241.45,22191.29
Tue May 14 2024 13:45:00 GMT+0530 (India Standard Time),22241.4,22247.15,22233.85,22241.15,22196.09
Tue May 14 2024 13:50:00 GMT+0530 (India Standard Time),22239.7,22257.5,22238.75,22254.7,22202.03
Tue May 14 2024 13:55:00 GMT+0530 (India Standard Time),22254.75,22260.85,22250.45,22258.5,22211.68
Tue May 14 2024 14:00:00 GMT+0530 (India Standard Time),22258.65,22269.45,22254.75,22268.9,22218.11
Tue May 14 2024 14:05:00 GMT+0530 (India Standard Time),22269,22270.05,22252.5,22264.2,22218.11
Tue May 14 2024 14:10:00 GMT+0530 (India Standard Time),22263.7,22265.5,22246,22250.85,22218.11
Tue May 14 2024 14:15:00 GMT+0530 (India Standard Time),22250.7,22251.9,22217.7,22243.7,22218.11
Tue May 14 2024 14:20:00 GMT+0530 (India Standard Time),22244,22252.85,22236.55,22251.65,22218.11
Tue May 14 2024 14:25:00 GMT+0530 (India Standard Time),22252.05,22266.4,22251.65,22256.6,22218.11
Tue May 14 2024 14:30:00 GMT+0530 (India Standard Time),22256.3,22259.75,22237.35,22240.7,22218.11
Tue May 14 2024 14:35:00 GMT+0530 (India Standard Time),22241,22242.7,22226.15,22233.8,22218.11
Tue May 14 2024 14:40:00 GMT+0530 (India Standard Time),22232.4,22240.7,22229.55,22236.9,22218.11
Tue May 14 2024 14:45:00 GMT+0530 (India Standard Time),22236.25,22239.75,22228.2,22236.25,22218.11
Tue May 14 2024 14:50:00 GMT+0530 (India Standard Time),22235.45,22248.05,22234.1,22246.05,22218.11
Tue May 14 2024 14:55:00 GMT+0530 (India Standard Time),22246.2,22248.55,22233.85,22236.75,22218.11
Tue May 14 2024 15:00:00 GMT+0530 (India Standard Time),22235.8,22238.1,22195.4,22200.5,22275.56
Tue May 14 2024 15:05:00 GMT+0530 (India Standard Time),22203.55,22223.8,22198.45,22222.45,22272.4
Tue May 14 2024 15:10:00 GMT+0530 (India Standard Time),22222.65,22228.35,22218.7,22222.05,22272.4
Tue May 14 2024 15:15:00 GMT+0530 (India Standard Time),22221.1,22226.95,22217.25,22220.65,22272.4
Tue May 14 2024 15:20:00 GMT+0530 (India Standard Time),22221.2,22225.45,22215.3,22215.55,22269.91
Tue May 14 2024 15:25:00 GMT+0530 (India Standard Time),22216.65,22226.6,22214.3,22223.8,22268.18
