Unnamed: 0,SYMBOL,NAME OF COMPANY,Industry,SECTOR
1474,ROHLTD.NS,Royal Orchid Hotels Limited,Others,Others
1475,ROLEXRINGS.NS,Rolex Rings Limited,Others,Others
1476,ROLLT.NS,Rollatainers Limited,Others,Others
1477,ROML.NS,Raj Oil Mills Limited,Others,Others
1478,ROSSARI.NS,Rossari Biotech Limited,Chemicals,Chemicals
1479,ROSSELLIND.NS,Rossell India Limited,Others,Others
1480,ROTO.NS,Roto Pumps Limited,Others,Others
1481,ROUTE.NS,ROUTE MOBILE LIMITED,Telecommunication,Telecommunication
1482,RPEL.NS,Raghav Productivity Enhancers Limited,Others,Others
1483,RPGLIFE.NS,RPG Life Sciences Limited,Others,Others
1484,RPOWER.NS,Reliance Power Limited,Power,Power
1485,RPPINFRA.NS,R.P.P. Infra Projects Limited,Others,Others
1486,RPPL.NS,Rajshree Polypack Limited,Others,Others
1487,RPSGVENT.NS,RPSG VENTURES LIMITED,Others,Others
1488,RPTECH.NS,Rashi Peripherals Limited,Others,Others
1489,RRKABEL.NS,R R Kabel Limited,Capital Goods,Capital Goods
1490,RSSOFTWARE.NS,R. S. Software (India) Limited,Others,Others
1491,RSWM.NS,RSWM Limited,Others,Others
1492,RSYSTEMS.NS,R Systems International Limited,Others,Others
1493,RTNINDIA.NS,RattanIndia Enterprises Limited,Consumer Services,Consumer Services
1494,RTNPOWER.NS,RattanIndia Power Limited,Power,Power
1495,RUBFILA.NS,Rubfila International Limited,Others,Others
1496,RUBYMILLS.NS,The Ruby Mills Limited,Others,Others
1497,RUCHINFRA.NS,Ruchi Infrastructure Limited,Others,Others
1498,RUCHIRA.NS,Ruchira Papers Limited,Others,Others
1499,RUPA.NS,Rupa & Company Limited,Others,Others
1500,RUSHIL.NS,Rushil Decor Limited,Others,Others
1501,RUSTOMJEE.NS,Keystone Realtors Limited,Others,Others
1502,RVHL.NS,Ravinder Heights Limited,Others,Others
1503,RVNL.NS,Rail Vikas Nigam Limited,Construction,Construction
1504,S&SPOWER.NS,S&S Power Switchgears Limited,Others,Others
1505,SABEVENTS.NS,Sab Events & Governance Now Media Limited,Others,Others
1506,SABTNL.NS,Sri Adhikari Brothers Television Network Limited,Others,Others
1507,SADBHAV.NS,Sadbhav Engineering Limited,Others,Others
1508,SADBHIN.NS,Sadbhav Infrastructure Project Limited,Others,Others
1509,SADHNANIQ.NS,Sadhana Nitrochem Limited,Others,Others
1510,SAFARI.NS,Safari Industries (India) Limited,Consumer Durables,Consumer Durables
1511,SAGARDEEP.NS,Sagardeep Alloys Limited,Others,Others
1512,SAGCEM.NS,Sagar Cements Limited,Construction Materials,Construction Materials
1513,SAH.NS,Sah Polymers Limited,Others,Others
1514,SAHYADRI.NS,Sahyadri Industries Limited,Others,Others
1515,SAIL.NS,Steel Authority of India Limited,Metals & Mining,Metals & Mining
1516,SAKAR.NS,Sakar Healthcare Limited,Others,Others
1517,SAKHTISUG.NS,Sakthi Sugars Limited,Others,Others
1518,SAKSOFT.NS,Saksoft Limited,Others,Others
1519,SAKUMA.NS,Sakuma Exports Limited,Others,Others
1520,SALASAR.NS,Salasar Techno Engineering Limited,Others,Others
1521,SALONA.NS,Salona Cotspin Limited,Others,Others
1522,SALSTEEL.NS,S.A.L. Steel Limited,Others,Others
1523,SALZERELEC.NS,Salzer Electronics Limited,Others,Others
1524,SAMBHAAV.NS,Sambhaav Media Limited,Others,Others
1525,SAMHI.NS,Samhi Hotels Limited,Consumer Services,Consumer Services
1526,SAMMAANCAP.NS,Sammaan Capital Limited,Financial Services,Financial Services
1527,SAMPANN.NS,Sampann Utpadan India Limited,Others,Others
1528,SANCO.NS,Sanco Industries Limited,Others,Others
1529,SANDESH.NS,The Sandesh Limited,Others,Others
1530,SANDHAR.NS,Sandhar Technologies Limited,Others,Others
1531,SANDUMA.NS,Sandur Manganese & Iron Ores Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
1532,SANGAMIND.NS,Sangam (India) Limited,Others,Others
1533,SANGHIIND.NS,Sanghi Industries Limited,Construction Materials,Construction Materials
1534,SANGHVIMOV.NS,Sanghvi Movers Limited,Capital Goods,Capital Goods
1535,SANGINITA.NS,Sanginita Chemicals Limited,Others,Others
1536,SANOFI.NS,Sanofi India Limited,Healthcare,Healthcare
1537,SANSERA.NS,Sansera Engineering Limited,Automobile and Auto Components,Automobile and Auto Components
1538,SANSTAR.NS,Sanstar Limited,Others,Others
1539,SANWARIA.NS,Sanwaria Consumer Limited,Others,Others
1540,SAPPHIRE.NS,Sapphire Foods India Limited,Consumer Services,Consumer Services
1541,SARDAEN.NS,Sarda Energy & Minerals Limited,Metals & Mining,Metals & Mining
1542,SAREGAMA.NS,Saregama India Limited,Media Entertainment & Publication,Media Entertainment & Publication
1543,SARLAPOLY.NS,Sarla Performance Fibers Limited,Others,Others
1544,SARVESHWAR.NS,Sarveshwar Foods Limited,Others,Others
1545,SASKEN.NS,Sasken Technologies Limited,Others,Others
1546,SASTASUNDR.NS,Sastasundar Ventures Limited,Others,Others
1547,SATIA.NS,Satia Industries Limited,Others,Others
1548,SATIN.NS,Satin Creditcare Network Limited,Others,Others
1549,SATINDLTD.NS,Sat Industries Limited,Others,Others
1550,SAURASHCEM.NS,Saurashtra Cement Limited,Others,Others
1551,SBC.NS,SBC Exports Limited,Others,Others
1552,SBCL.NS,Shivalik Bimetal Controls Limited,Capital Goods,Capital Goods
1553,SBFC.NS,SBFC Finance Limited,Financial Services,Financial Services
1554,SBGLP.NS,Suratwwala Business Group Limited,Others,Others
1555,SBICARD.NS,SBI Cards and Payment Services Limited,Financial Services,Financial Services
1556,SBILIFE.NS,SBI Life Insurance Company Limited,Financial Services,Financial Services
1557,SBIN.NS,State Bank of India,Financial Services,Financial Services
1558,SCHAEFFLER.NS,Schaeffler India Limited,Automobile and Auto Components,Automobile and Auto Components
1559,SCHAND.NS,S Chand And Company Limited,Others,Others
1560,SCHNEIDER.NS,Schneider Electric Infrastructure Limited,Capital Goods,Capital Goods
1561,SCI.NS,Shipping Corporation Of India Limited,Services,Services
1562,SCILAL.NS,Shipping Corporation of India Land and Assets Limited,Others,Others
1563,SCPL.NS,Sheetal Cool Products Limited,Others,Others
1564,SDBL.NS,Som Distilleries & Breweries Limited,Others,Others
1565,SEAMECLTD.NS,Seamec Limited,Others,Others
1566,SECMARK.NS,SecMark Consultancy Limited,Others,Others
1567,SECURCRED.NS,SecUR Credentials Limited,Others,Others
1568,SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED,Others,Others
1569,SEJALLTD.NS,Sejal Glass Limited,Others,Others
1570,SELAN.NS,Selan Exploration Technology Limited,Others,Others
1571,SELMC.NS,SEL Manufacturing Company Limited,Others,Others
1572,SEMAC.NS,SEMAC CONSULTANTS LIMITED,Others,Others
1573,SENCO.NS,Senco Gold Limited,Consumer Durables,Consumer Durables
1574,SEPC.NS,SEPC Limited,Others,Others
1575,SEQUENT.NS,Sequent Scientific Limited,Healthcare,Healthcare
1576,SERVOTECH.NS,Servotech Power Systems Limited,Others,Others
1577,SESHAPAPER.NS,Seshasayee Paper and Boards Limited,Others,Others
1578,SETCO.NS,Setco Automotive Limited,Others,Others
1579,SETUINFRA.NS,Setubandhan Infrastructure Limited,Others,Others
1580,SFL.NS,Sheela Foam Limited,Consumer Durables,Consumer Durables
1581,SGIL.NS,Synergy Green Industries Limited,Others,Others
1582,SGL.NS,STL Global Limited,Others,Others
1583,SHAH.NS,Shah Metacorp Limited,Others,Others
1584,SHAHALLOYS.NS,Shah Alloys Limited,Others,Others
1585,SHAILY.NS,Shaily Engineering Plastics Limited,Others,Others
1586,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,Others,Others
1587,SHALBY.NS,Shalby Limited,Others,Others
1588,SHALPAINTS.NS,Shalimar Paints Limited,Others,Others
1589,SHANKARA.NS,Shankara Building Products Limited,Others,Others
1590,SHANTI.NS,Shanti Overseas (India) Limited,Others,Others
1591,SHANTIGEAR.NS,Shanthi Gears Limited,Others,Others
1592,SHARDACROP.NS,Sharda Cropchem Limited,Others,Others
1593,SHARDAMOTR.NS,Sharda Motor Industries Limited,Automobile and Auto Components,Automobile and Auto Components
1594,SHAREINDIA.NS,Share India Securities Limited,Financial Services,Financial Services
1595,SHEMAROO.NS,Shemaroo Entertainment Limited,Others,Others
1596,SHILPAMED.NS,Shilpa Medicare Limited,Healthcare,Healthcare
1597,SHIVALIK.NS,Shivalik Rasayan Limited,Others,Others
1598,SHIVAMAUTO.NS,Shivam Autotech Limited,Others,Others
1599,SHIVAMILLS.NS,Shiva Mills Limited,Others,Others
1600,SHIVATEX.NS,Shiva Texyarn Limited,Others,Others
1601,SHK.NS,S H Kelkar and Company Limited,Others,Others
1602,SHOPERSTOP.NS,Shoppers Stop Limited,Consumer Services,Consumer Services
1603,SHRADHA.NS,Shradha Infraprojects Limited,Others,Others
1604,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,Others,Others
1605,SHREECEM.NS,SHREE CEMENT LIMITED,Construction Materials,Construction Materials
1606,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,Others,Others
1607,SHREERAMA.NS,Shree Rama Multi-Tech Limited,Others,Others
1608,SHRENIK.NS,Shrenik Limited,Others,Others
1609,SHREYANIND.NS,Shreyans Industries Limited,Others,Others
1610,SHREYAS.NS,Shreyas Shipping & Logistics Limited,Others,Others
1611,SHRIPISTON.NS,Shriram Pistons & Rings Limited,Others,Others
1612,SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,Financial Services
1613,SHRIRAMPPS.NS,Shriram Properties Limited,Others,Others
1614,SHYAMCENT.NS,Shyam Century Ferrous Limited,Others,Others
1615,SHYAMMETL.NS,Shyam Metalics and Energy Limited,Capital Goods,Capital Goods
1616,SHYAMTEL.NS,Shyam Telecom Limited,Others,Others
1617,SICALLOG.NS,Sical Logistics Limited,Others,Others
1618,SIEMENS.NS,Siemens Limited,Capital Goods,Capital Goods
1619,SIGACHI.NS,Sigachi Industries Limited,Others,Others
1620,SIGIND.NS,Signet Industries Limited,Others,Others
1621,SIGMA.NS,Sigma Solve Limited,Others,Others
1622,SIGNATURE.NS,Signatureglobal (India) Limited,Realty,Realty
1623,SIGNPOST.NS,Signpost India Limited,Others,Others
1624,SIKKO.NS,Sikko Industries Limited,Others,Others
1625,SIL.NS,Standard Industries Limited,Others,Others
1626,SILGO.NS,Silgo Retail Limited,Others,Others
1627,SILINV.NS,SIL Investments Limited,Others,Others
1628,SILLYMONKS.NS,Silly Monks Entertainment Limited,Others,Others
1629,SILVERTUC.NS,Silver Touch Technologies Limited,Others,Others
1630,SIMBHALS.NS,Simbhaoli Sugars Limited,Others,Others
1631,SIMPLEXINF.NS,Simplex Infrastructures Limited,Others,Others
1632,SINCLAIR.NS,Sinclairs Hotels Limited,Others,Others
1633,SINDHUTRAD.NS,Sindhu Trade Links Limited,Diversified,Diversified
1634,SINTERCOM.NS,Sintercom India Limited,Others,Others
1635,SIRCA.NS,Sirca Paints India Limited,Others,Others
1636,SIS.NS,SIS LIMITED,Others,Others
1637,SITINET.NS,Siti Networks Limited,Others,Others
1638,SIYSIL.NS,Siyaram Silk Mills Limited,Others,Others
1639,SJS.NS,S.J.S. Enterprises Limited,Others,Others
1640,SJVN.NS,SJVN Limited,Power,Power
1641,SKFINDIA.NS,SKF India Limited,Capital Goods,Capital Goods
1642,SKIPPER.NS,Skipper Limited,Others,Others
1643,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,Others,Others
1644,SKYGOLD.NS,Sky Gold Limited,Others,Others
1645,SMARTLINK.NS,Smartlink Holdings Limited,Others,Others
1646,SMCGLOBAL.NS,SMC Global Securities Limited,Others,Others
1647,SMLISUZU.NS,SML Isuzu Limited,Others,Others
1648,SMLT.NS,Sarthak Metals Limited,Others,Others
1649,SMSLIFE.NS,SMS Lifesciences India Limited,Others,Others
1650,SMSPHARMA.NS,SMS Pharmaceuticals Limited,Others,Others
1651,SNOWMAN.NS,Snowman Logistics Limited,Others,Others
1652,SOBHA.NS,Sobha Limited,Realty,Realty
1653,SOFTTECH.NS,Softtech Engineers Limited,Others,Others
1654,SOLARA.NS,Solara Active Pharma Sciences Limited,Others,Others
1655,SOLARINDS.NS,Solar Industries India Limited,Chemicals,Chemicals
1656,SOMANYCERA.NS,Somany Ceramics Limited,Others,Others
1657,SOMATEX.NS,Soma Textiles & Industries Limited,Others,Others
1658,SOMICONVEY.NS,Somi Conveyor Beltings Limited,Others,Others
1659,SONACOMS.NS,Sona BLW Precision Forgings Limited,Automobile and Auto Components,Automobile and Auto Components
1660,SONAMLTD.NS,SONAM LIMITED,Others,Others
1661,SONATSOFTW.NS,Sonata Software Limited,Information Technology,Information Technology
1662,SOTL.NS,Savita Oil Technologies Limited,Others,Others
1663,SOUTHBANK.NS,The South Indian Bank Limited,Financial Services,Financial Services
1664,SOUTHWEST.NS,South West Pinnacle Exploration Limited,Others,Others
1665,SPAL.NS,S. P. Apparels Limited,Others,Others
1666,SPANDANA.NS,Spandana Sphoorty Financial Limited,Financial Services,Financial Services
1667,SPARC.NS,Sun Pharma Advanced Research Company Limited,Healthcare,Healthcare
1668,SPCENET.NS,Spacenet Enterprises India Limited,Others,Others
1669,SPECIALITY.NS,Speciality Restaurants Limited,Others,Others
1670,SPENCERS.NS,Spencer's Retail Limited,Others,Others
1671,SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,Others,Others
1672,SPLIL.NS,SPL Industries Limited,Others,Others
1673,SPLPETRO.NS,Supreme Petrochem Limited,Chemicals,Chemicals
1674,SPMLINFRA.NS,SPML Infra Limited,Others,Others
1675,SPORTKING.NS,Sportking India Limited,Others,Others
1676,SREEL.NS,Sreeleathers Limited,Others,Others
1677,SRF.NS,SRF Limited,Chemicals,Chemicals
1678,SRGHFL.NS,SRG Housing Finance Limited,Others,Others
1679,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,Others,Others
1680,SRM.NS,SRM Contractors Limited,Others,Others
1681,SRPL.NS,Shree Ram Proteins Limited,Others,Others
1682,SSDL.NS,Saraswati Saree Depot Limited,Others,Others
1683,SSWL.NS,Steel Strips Wheels Limited,Automobile and Auto Components,Automobile and Auto Components
1684,STANLEY.NS,Stanley Lifestyles Limited,Others,Others
1685,STAR.NS,Strides Pharma Science Limited,Healthcare,Healthcare
1686,STARCEMENT.NS,Star Cement Limited,Construction Materials,Construction Materials
1687,STARHEALTH.NS,Star Health and Allied Insurance Company Limited,Financial Services,Financial Services
1688,STARPAPER.NS,Star Paper Mills Limited,Others,Others
1689,STARTECK.NS,Starteck Finance Limited,Others,Others
1690,STCINDIA.NS,The State Trading Corporation of India Limited,Others,Others
1691,STEELCAS.NS,Steelcast Limited,Others,Others
1692,STEELCITY.NS,Steel City Securities Limited,Others,Others
1693,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,Others,Others
1694,STEL.NS,Stel Holdings Limited,Others,Others
1695,STERTOOLS.NS,Sterling Tools Limited,Others,Others
1696,STLTECH.NS,Sterlite Technologies Limited,Telecommunication,Telecommunication
1697,STOVEKRAFT.NS,Stove Kraft Limited,Others,Others
1698,STYLAMIND.NS,Stylam Industries Limited,Consumer Durables,Consumer Durables
1699,STYRENIX.NS,Styrenix Performance Materials Limited,Others,Others
1700,SUBEXLTD.NS,Subex Limited,Others,Others
1701,SUBROS.NS,Subros Limited,Others,Others
1702,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,Chemicals,Chemicals
1703,SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,Others,Others
1704,SULA.NS,Sula Vineyards Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1705,SUMEETINDS.NS,Sumeet Industries Limited,Others,Others
1706,SUMICHEM.NS,Sumitomo Chemical India Limited,Chemicals,Chemicals
1707,SUMIT.NS,Sumit Woods Limited,Others,Others
1708,SUMMITSEC.NS,Summit Securities Limited,Others,Others
1709,SUNCLAY.NS,Sundaram Clayton Limited,Capital Goods,Capital Goods
1710,SUNDARAM.NS,Sundaram Multi Pap Limited,Others,Others
1711,SUNDARMFIN.NS,Sundaram Finance Limited,Financial Services,Financial Services
1712,SUNDARMHLD.NS,Sundaram Finance Holdings Limited,Others,Others
1713,SUNDRMBRAK.NS,Sundaram Brake Linings Limited,Others,Others
1714,SUNDRMFAST.NS,Sundram Fasteners Limited,Automobile and Auto Components,Automobile and Auto Components
1715,SUNFLAG.NS,Sunflag Iron And Steel Company Limited,Metals & Mining,Metals & Mining
1716,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Healthcare
1717,SUNTECK.NS,Sunteck Realty Limited,Realty,Realty
1718,SUNTV.NS,Sun TV Network Limited,Media Entertainment & Publication,Media Entertainment & Publication
1719,SUPERHOUSE.NS,Superhouse Limited,Others,Others
1720,SUPERSPIN.NS,Super Spinning Mills Limited,Others,Others
1721,SUPRAJIT.NS,Suprajit Engineering Limited,Automobile and Auto Components,Automobile and Auto Components
1722,SUPREMEENG.NS,Supreme Engineering Limited,Others,Others
1723,SUPREMEIND.NS,Supreme Industries Limited,Capital Goods,Capital Goods
1724,SUPREMEINF.NS,Supreme Infrastructure India Limited,Others,Others
1725,SUPRIYA.NS,Supriya Lifescience Limited,Healthcare,Healthcare
1726,SURAJEST.NS,Suraj Estate Developers Limited,Others,Others
1727,SURAJLTD.NS,Suraj Limited,Others,Others
1728,SURANASOL.NS,Surana Solar Limited,Others,Others
1729,SURANAT&P.NS,Surana Telecom and Power Limited,Others,Others
1730,SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,Others,Others
1731,SURYAROSNI.NS,Surya Roshni Limited,Capital Goods,Capital Goods
1732,SURYODAY.NS,Suryoday Small Finance Bank Limited,Others,Others
1733,SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,Others,Others
1734,SUULD.NS,Suumaya Industries Limited,Others,Others
1735,SUVEN.NS,Suven Life Sciences Limited,Others,Others
1736,SUVENPHAR.NS,Suven Pharmaceuticals Limited,Healthcare,Healthcare
1737,SUVIDHAA.NS,Suvidhaa Infoserve Limited,Others,Others
1738,SUYOG.NS,Suyog Telematics Limited,Others,Others
1739,SUZLON.NS,Suzlon Energy Limited,Capital Goods,Capital Goods
1740,SVLL.NS,Shree Vasu Logistics Limited,Others,Others
1741,SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED,Others,Others
1742,SWANENERGY.NS,Swan Energy Limited,Diversified,Diversified
1743,SWARAJENG.NS,Swaraj Engines Limited,Others,Others
1744,SWELECTES.NS,Swelect Energy Systems Limited,Others,Others
1745,SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,Construction,Construction
1746,SYMPHONY.NS,Symphony Limited,Others,Others
1747,SYNCOMF.NS,Syncom Formulations (India) Limited,Others,Others
1748,SYNGENE.NS,Syngene International Limited,Healthcare,Healthcare
1749,SYRMA.NS,Syrma SGS Technology Limited,Capital Goods,Capital Goods
1750,TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,Others,Others
1751,TAJGVK.NS,Taj GVK Hotels & Resorts Limited,Others,Others
1752,TAKE.NS,Take Solutions Limited,Others,Others
1753,TALBROAUTO.NS,Talbros Automotive Components Limited,Others,Others
1754,TANLA.NS,Tanla Platforms Limited,Information Technology,Information Technology
1755,TARACHAND.NS,Tara Chand InfraLogistic Solutions Limited,Others,Others
1756,TARAPUR.NS,Tarapur Transformers Limited,Others,Others
1757,TARC.NS,Anant Raj Global Limited,Realty,Realty
1758,TARIL.NS,Transformers And Rectifiers (India) Limited,Others,Others
1759,TARMAT.NS,Tarmat Limited,Others,Others
1760,TARSONS.NS,Tarsons Products Limited,Healthcare,Healthcare
1761,TASTYBITE.NS,Tasty Bite Eatables Limited,Others,Others
1762,TATACHEM.NS,Tata Chemicals Limited,Chemicals,Chemicals
1763,TATACOMM.NS,Tata Communications Limited,Telecommunication,Telecommunication
1764,TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1765,TATAELXSI.NS,Tata Elxsi Limited,Information Technology,Information Technology
1766,TATAINVEST.NS,Tata Investment Corporation Limited,Financial Services,Financial Services
1767,TATAMOTORS.NS,Tata Motors Limited,Automobile and Auto Components,Automobile and Auto Components
1768,TATAPOWER.NS,Tata Power Company Limited,Power,Power
1769,TATASTEEL.NS,Tata Steel Limited,Metals & Mining,Metals & Mining
1770,TATATECH.NS,Tata Technologies Limited,Information Technology,Information Technology
1771,TATVA.NS,Tatva Chintan Pharma Chem Limited,Others,Others
1772,TBOTEK.NS,TBO Tek Limited,Others,Others
1773,TBZ.NS,Tribhovandas Bhimji Zaveri Limited,Others,Others
1774,TCI.NS,Transport Corporation of India Limited,Others,Others
1775,TCIEXP.NS,TCI Express Limited,Others,Others
1776,TCIFINANCE.NS,TCI Finance Limited,Others,Others
1777,TCLCONS.NS,Tantia Constructions Limited,Others,Others
1778,TCPLPACK.NS,TCPL Packaging Limited,Others,Others
1779,TCS.NS,Tata Consultancy Services Limited,Information Technology,Information Technology
1780,TDPOWERSYS.NS,TD Power Systems Limited,Capital Goods,Capital Goods
1781,TEAMLEASE.NS,Teamlease Services Limited,Services,Services
1782,TECHIN.NS,Techindia Nirman Limited,Others,Others
1783,TECHM.NS,Tech Mahindra Limited,Information Technology,Information Technology
1784,TECHNOE.NS,Techno Electric & Engineering Company Limited,Construction,Construction
1785,TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,Others,Others
1786,TEGA.NS,Tega Industries Limited,Capital Goods,Capital Goods
1787,TEJASNET.NS,Tejas Networks Limited,Telecommunication,Telecommunication
1788,TEMBO.NS,Tembo Global Industries Limited,Others,Others
1789,TERASOFT.NS,Tera Software Limited,Others,Others
1790,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,Others,Others
1791,TEXMOPIPES.NS,Texmo Pipes and Products Limited,Others,Others
1792,TEXRAIL.NS,Texmaco Rail & Engineering Limited,Capital Goods,Capital Goods
1793,TFCILTD.NS,Tourism Finance Corporation of India Limited,Others,Others
1794,TFL.NS,Transwarranty Finance Limited,Others,Others
1795,TGBHOTELS.NS,TGB Banquets And Hotels Limited,Others,Others
1796,THANGAMAYL.NS,Thangamayil Jewellery Limited,Others,Others
1797,THEINVEST.NS,The Investment Trust Of India Limited,Others,Others
1798,THEJO.NS,Thejo Engineering Limited,Others,Others
1799,THEMISMED.NS,Themis Medicare Limited,Others,Others
1800,THERMAX.NS,Thermax Limited,Capital Goods,Capital Goods
1801,THOMASCOOK.NS,Thomas Cook  (India)  Limited,Consumer Services,Consumer Services
1802,THOMASCOTT.NS,Thomas Scott (India) Limited,Others,Others
1803,THYROCARE.NS,Thyrocare Technologies Limited,Others,Others
1804,TI.NS,Tilaknagar Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1805,TIDEWATER.NS,Tide Water Oil Company (India) Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
1806,TIIL.NS,Technocraft Industries (India) Limited,Others,Others
1807,TIINDIA.NS,Tube Investments of India Limited,Automobile and Auto Components,Automobile and Auto Components
1808,TIJARIA.NS,Tijaria Polypipes Limited,Others,Others
1809,TIL.NS,TIL Limited,Others,Others
1810,TIMESGTY.NS,Times Guaranty Limited,Others,Others
1811,TIMETECHNO.NS,Time Technoplast Limited,Capital Goods,Capital Goods
1812,TIMKEN.NS,Timken India Limited,Capital Goods,Capital Goods
1813,TIPSFILMS.NS,Tips Films Limited,Others,Others
1814,TIPSINDLTD.NS,TIPS Industries Limited,Media Entertainment & Publication,Media Entertainment & Publication
1815,TIRUMALCHM.NS,Thirumalai Chemicals Limited,Chemicals,Chemicals
1816,TIRUPATIFL.NS,Tirupati Forge Limited,Others,Others
1817,TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,Capital Goods,Capital Goods
1818,TITAN.NS,Titan Company Limited,Consumer Durables,Consumer Durables
1819,TMB.NS,Tamilnad Mercantile Bank Limited,Financial Services,Financial Services
1820,TNPETRO.NS,Tamilnadu PetroProducts Limited,Others,Others
1821,TNPL.NS,Tamil Nadu Newsprint & Papers Limited,Others,Others
1822,TNTELE.NS,Tamilnadu Telecommunication Limited,Others,Others
1823,TOKYOPLAST.NS,Tokyo Plast International Limited,Others,Others
1824,TORNTPHARM.NS,Torrent Pharmaceuticals Limited,Healthcare,Healthcare
1825,TORNTPOWER.NS,Torrent Power Limited,Power,Power
1826,TOTAL.NS,Total Transport Systems Limited,Others,Others
1827,TOUCHWOOD.NS,Touchwood Entertainment Limited,Others,Others
1828,TPHQ.NS,Teamo Productions HQ Limited,Others,Others
1829,TPLPLASTEH.NS,TPL Plastech Limited,Others,Others
1830,TRACXN.NS,Tracxn Technologies Limited,Others,Others
1831,TREEHOUSE.NS,Tree House Education & Accessories Limited,Others,Others
1832,TREJHARA.NS,TREJHARA SOLUTIONS LIMITED,Others,Others
1833,TREL.NS,Transindia Real Estate Limited,Others,Others
1834,TRENT.NS,Trent Limited,Consumer Services,Consumer Services
1835,TRF.NS,TRF Limited,Others,Others
1836,TRIDENT.NS,Trident Limited,Textiles,Textiles
1837,TRIGYN.NS,Trigyn Technologies Limited,Others,Others
1838,TRITURBINE.NS,Triveni Turbine Limited,Capital Goods,Capital Goods
1839,TRIVENI.NS,Triveni Engineering & Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1840,TRU.NS,TruCap Finance Limited,Others,Others
1841,TTKHLTCARE.NS,TTK Healthcare Limited,Others,Others
1842,TTKPRESTIG.NS,TTK Prestige Limited,Consumer Durables,Consumer Durables
1843,TTL.NS,T T Limited,Others,Others
1844,TTML.NS,Tata Teleservices (Maharashtra) Limited,Telecommunication,Telecommunication
1845,TV18BRDCST.NS,TV18 Broadcast Limited,Media Entertainment & Publication,Media Entertainment & Publication
1846,TVSELECT.NS,TVS Electronics Limited,Others,Others
1847,TVSHLTD.NS,TVS Holdings Limited,Financial Services,Financial Services
1848,TVSMOTOR.NS,TVS Motor Company Limited,Automobile and Auto Components,Automobile and Auto Components
1849,TVSSCS.NS,TVS Supply Chain Solutions Limited,Services,Services
1850,TVSSRICHAK.NS,TVS Srichakra Limited,Others,Others
1851,TVTODAY.NS,TV Today Network Limited,Others,Others
1852,TVVISION.NS,TV Vision Limited,Others,Others
1853,UBL.NS,United Breweries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1854,UCAL.NS,UCAL LIMITED,Others,Others
1855,UCOBANK.NS,UCO Bank,Financial Services,Financial Services
1856,UDAICEMENT.NS,Udaipur Cement Works Limited,Others,Others
1857,UDS.NS,Updater Services Limited,Others,Others
1858,UFLEX.NS,UFLEX Limited,Capital Goods,Capital Goods
1859,UFO.NS,UFO Moviez India Limited,Others,Others
1860,UGARSUGAR.NS,The Ugar Sugar Works Limited,Others,Others
1861,UGROCAP.NS,Ugro Capital Limited,Others,Others
1862,UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,Financial Services,Financial Services
1863,ULTRACEMCO.NS,UltraTech Cement Limited,Construction Materials,Construction Materials
1864,UMAEXPORTS.NS,Uma Exports Limited,Others,Others
1865,UMANGDAIRY.NS,Umang Dairies Limited,Others,Others
1866,UMESLTD.NS,Usha Martin Education & Solutions Limited,Others,Others
1867,UNICHEMLAB.NS,Unichem Laboratories Limited,Others,Others
1868,UNIDT.NS,United Drilling Tools Limited,Others,Others
1869,UNIECOM.NS,Unicommerce Esolutions Limited,Others,Others
1870,UNIENTER.NS,Uniphos Enterprises Limited,Others,Others
1871,UNIINFO.NS,Uniinfo Telecom Services Limited,Others,Others
1872,UNIONBANK.NS,Union Bank of India,Financial Services,Financial Services
