Unnamed: 0,SYMBOL,NAME OF COMPANY,Industry,SECTOR
1072,MANAKALUCO.NS,Manaksia Aluminium Company Limited,Others,Others
1073,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,Others,Others
1074,MANAKSIA.NS,Manaksia Limited,Others,Others
1075,MANAKSTEEL.NS,Manaksia Steels Limited,Others,Others
1076,MANALIPETC.NS,Manali Petrochemicals Limited,Others,Others
1077,MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,Financial Services
1078,MANCREDIT.NS,Mangal Credit and Fincorp Limited,Others,Others
1079,MANGALAM.NS,Mangalam Drugs And Organics Limited,Others,Others
1080,MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,Others,Others
1081,MANGLMCEM.NS,Mangalam Cement Limited,Others,Others
1082,MANINDS.NS,Man Industries (India) Limited,Others,Others
1083,MANINFRA.NS,Man Infraconstruction Limited,Construction,Construction
1084,MANKIND.NS,Mankind Pharma Limited,Healthcare,Healthcare
1085,MANOMAY.NS,Manomay Tex India Limited,Others,Others
1086,MANORAMA.NS,Manorama Industries Limited,Others,Others
1087,MANORG.NS,Mangalam Organics Limited,Others,Others
1088,MANUGRAPH.NS,Manugraph India Limited,Others,Others
1089,MANYAVAR.NS,Vedant Fashions Limited,Consumer Services,Consumer Services
1090,MAPMYINDIA.NS,C.E. Info Systems Limited,Information Technology,Information Technology
1091,MARALOVER.NS,Maral Overseas Limited,Others,Others
1092,MARATHON.NS,Marathon Nextgen Realty Limited,Others,Others
1093,MARICO.NS,Marico Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1094,MARINE.NS,Marine Electricals (India) Limited,Others,Others
1095,MARKSANS.NS,Marksans Pharma Limited,Healthcare,Healthcare
1096,MARSHALL.NS,Marshall Machines Limited,Others,Others
1097,MARUTI.NS,Maruti Suzuki India Limited,Automobile and Auto Components,Automobile and Auto Components
1098,MASFIN.NS,MAS Financial Services Limited,Financial Services,Financial Services
1099,MASKINVEST.NS,Mask Investments Limited,Others,Others
1100,MASTEK.NS,Mastek Limited,Information Technology,Information Technology
1101,MATRIMONY.NS,Matrimony.Com Limited,Others,Others
1102,MAWANASUG.NS,Mawana Sugars Limited,Others,Others
1103,MAXESTATES.NS,Max Estates Limited,Others,Others
1104,MAXHEALTH.NS,Max Healthcare Institute Limited,Healthcare,Healthcare
1105,MAXIND.NS,Max India Limited,Others,Others
1106,MAYURUNIQ.NS,Mayur Uniquoters Ltd,Others,Others
1107,MAZDA.NS,Mazda Limited,Others,Others
1108,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,Capital Goods,Capital Goods
1109,MBAPL.NS,Madhya Bharat Agro Products Limited,Others,Others
1110,MBECL.NS,Mcnally Bharat Engineering Company Limited,Others,Others
1111,MBLINFRA.NS,MBL Infrastructure Limited,Others,Others
1112,MCL.NS,Madhav Copper Limited,Others,Others
1113,MCLEODRUSS.NS,Mcleod Russel India Limited,Others,Others
1114,MCX.NS,Multi Commodity Exchange of India Limited,Financial Services,Financial Services
1115,MEDANTA.NS,Global Health Limited,Healthcare,Healthcare
1116,MEDIASSIST.NS,Medi Assist Healthcare Services Limited,Others,Others
1117,MEDICAMEQ.NS,Medicamen Biotech Limited,Others,Others
1118,MEDICO.NS,Medico Remedies Limited,Others,Others
1119,MEDPLUS.NS,Medplus Health Services Limited,Consumer Services,Consumer Services
1120,MEGASOFT.NS,Megasoft Limited,Others,Others
1121,MEGASTAR.NS,Megastar Foods Limited,Others,Others
1122,MENONBE.NS,Menon Bearings Limited,Others,Others
1123,METROBRAND.NS,Metro Brands Limited,Consumer Durables,Consumer Durables
1124,METROPOLIS.NS,Metropolis Healthcare Limited,Healthcare,Healthcare
1125,MFML.NS,Mahalaxmi Fabric Mills Limited,Others,Others
1126,MFSL.NS,Max Financial Services Limited,Financial Services,Financial Services
1127,MGEL.NS,Mangalam Global Enterprise Limited,Others,Others
1128,MGL.NS,Mahanagar Gas Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
1129,MHLXMIRU.NS,Mahalaxmi Rubtech Limited,Others,Others
1130,MHRIL.NS,Mahindra Holidays & Resorts India Limited,Consumer Services,Consumer Services
1131,MICEL.NS,MIC Electronics Limited,Others,Others
1132,MIDHANI.NS,Mishra Dhatu Nigam Limited,Capital Goods,Capital Goods
1133,MINDACORP.NS,Minda Corporation Limited,Automobile and Auto Components,Automobile and Auto Components
1134,MINDTECK.NS,Mindteck (India) Limited,Others,Others
1135,MIRCELECTR.NS,MIRC Electronics Limited,Others,Others
1136,MIRZAINT.NS,Mirza International Limited,Others,Others
1137,MITCON.NS,MITCON Consultancy & Engineering Services Limited,Others,Others
1138,MITTAL.NS,Mittal Life Style Limited,Others,Others
1139,MKPL.NS,M K Proteins Limited,Others,Others
1140,MMFL.NS,MM Forgings Limited,Others,Others
1141,MMP.NS,MMP Industries Limited,Others,Others
1142,MMTC.NS,MMTC Limited,Services,Services
1143,MODIRUBBER.NS,Modi Rubber Limited,Others,Others
1144,MODISONLTD.NS,MODISON LIMITED,Others,Others
1145,MODTHREAD.NS,Modern Threads (India) Limited,Others,Others
1146,MOHITIND.NS,Mohit Industries Limited,Others,Others
1147,MOIL.NS,MOIL Limited,Metals & Mining,Metals & Mining
1148,MOKSH.NS,Moksh Ornaments Limited,Others,Others
1149,MOL.NS,Meghmani Organics Limited,Others,Others
1150,MOLDTECH.NS,Mold-Tek Technologies Limited,Others,Others
1151,MOLDTKPAC.NS,Mold-Tek Packaging Limited,Others,Others
1152,MONARCH.NS,Monarch Networth Capital Limited,Others,Others
1153,MONTECARLO.NS,Monte Carlo Fashions Limited,Others,Others
1154,MOREPENLAB.NS,Morepen Laboratories Limited,Others,Others
1155,MOTHERSON.NS,Samvardhana Motherson International Limited,Automobile and Auto Components,Automobile and Auto Components
1156,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Financial Services
1157,MOTISONS.NS,Motisons Jewellers Limited,Others,Others
1158,MOTOGENFIN.NS,The Motor & General Finance Limited,Others,Others
1159,MPHASIS.NS,MphasiS Limited,Information Technology,Information Technology
1160,MPSLTD.NS,MPS Limited,Others,Others
1161,MRF.NS,MRF Limited,Automobile and Auto Components,Automobile and Auto Components
1162,MRO-TEK.NS,MRO-TEK Realty Limited,Others,Others
1163,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
1164,MSPL.NS,MSP Steel & Power Limited,Others,Others
1165,MSTCLTD.NS,Mstc Limited,Services,Services
1166,MSUMI.NS,Motherson Sumi Wiring India Limited,Automobile and Auto Components,Automobile and Auto Components
1167,MTARTECH.NS,Mtar Technologies Limited,Capital Goods,Capital Goods
1168,MTNL.NS,Mahanagar Telephone Nigam Limited,Others,Others
1169,MUFIN.NS,Mufin Green Finance Limited,Others,Others
1170,MUFTI.NS,Credo Brands Marketing Limited,Others,Others
1171,MUKANDLTD.NS,Mukand Limited,Others,Others
1172,MUKKA.NS,Mukka Proteins Limited,Others,Others
1173,MUKTAARTS.NS,Mukta Arts Limited,Others,Others
1174,MUNJALAU.NS,Munjal Auto Industries Limited,Others,Others
1175,MUNJALSHOW.NS,Munjal Showa Limited,Others,Others
1176,MURUDCERA.NS,Murudeshwar Ceramics Limited,Others,Others
1177,MUTHOOTCAP.NS,Muthoot Capital Services Limited,Others,Others
1178,MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,Financial Services
1179,MUTHOOTMF.NS,Muthoot Microfin Limited,Financial Services,Financial Services
1180,MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,Others,Others
1181,NACLIND.NS,NACL Industries Limited,Others,Others
1182,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,Others,Others
1183,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,Others,Others
1184,NAGREEKEXP.NS,Nagreeka Exports Limited,Others,Others
1185,NAHARCAP.NS,Nahar Capital and Financial Services Limited,Others,Others
1186,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,Others,Others
1187,NAHARPOLY.NS,Nahar Poly Films Limited,Others,Others
1188,NAHARSPING.NS,Nahar Spinning Mills Limited,Others,Others
1189,NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,Financial Services
1190,NARMADA.NS,Narmada Agrobase Limited,Others,Others
1191,NATCOPHARM.NS,Natco Pharma Limited,Healthcare,Healthcare
1192,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,Others,Others
1193,NATIONALUM.NS,National Aluminium Company Limited,Metals & Mining,Metals & Mining
1194,NAUKRI.NS,Info Edge (India) Limited,Consumer Services,Consumer Services
1195,NAVA.NS,NAVA LIMITED,Power,Power
1196,NAVINFLUOR.NS,Navin Fluorine International Limited,Chemicals,Chemicals
1197,NAVKARCORP.NS,Navkar Corporation Limited,Others,Others
1198,NAVNETEDUL.NS,Navneet Education Limited,Media Entertainment & Publication,Media Entertainment & Publication
1199,NAZARA.NS,Nazara Technologies Limited,Media Entertainment & Publication,Media Entertainment & Publication
1200,NBCC.NS,NBCC (India) Limited,Construction,Construction
1201,NBIFIN.NS,N. B. I. Industrial Finance Company Limited,Others,Others
1202,NCC.NS,NCC Limited,Construction,Construction
1203,NCLIND.NS,NCL Industries Limited,Others,Others
1204,NDGL.NS,Naga Dhunseri Group Limited,Others,Others
1205,NDL.NS,Nandan Denim Limited,Others,Others
1206,NDLVENTURE.NS,NDL Ventures Limited,Others,Others
1207,NDRAUTO.NS,Ndr Auto Components Limited,Others,Others
1208,NDTV.NS,New Delhi Television Limited,Others,Others
1209,NECCLTD.NS,North Eastern Carrying Corporation Limited,Others,Others
1210,NECLIFE.NS,Nectar Lifesciences Limited,Others,Others
1211,NELCAST.NS,Nelcast Limited,Others,Others
1212,NELCO.NS,NELCO Limited,Others,Others
1213,NEOGEN.NS,Neogen Chemicals Limited,Others,Others
1214,NESCO.NS,Nesco Limited,Services,Services
1215,NESTLEIND.NS,Nestle India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1216,NETWEB.NS,Netweb Technologies India Limited,Information Technology,Information Technology
1217,NETWORK18.NS,Network18 Media & Investments Limited,Media Entertainment & Publication,Media Entertainment & Publication
1218,NEULANDLAB.NS,Neuland Laboratories Limited,Healthcare,Healthcare
1219,NEWGEN.NS,Newgen Software Technologies Limited,Information Technology,Information Technology
1220,NEXTMEDIA.NS,Next Mediaworks Limited,Others,Others
1221,NFL.NS,National Fertilizers Limited,Chemicals,Chemicals
1222,NGIL.NS,Nakoda Group of Industries Limited,Others,Others
1223,NGLFINE.NS,NGL Fine-Chem Limited,Others,Others
1224,NH.NS,Narayana Hrudayalaya Ltd.,Healthcare,Healthcare
1225,NHPC.NS,NHPC Limited,Power,Power
1226,NIACL.NS,The New India Assurance Company Limited,Financial Services,Financial Services
1227,NIBL.NS,NRB Industrial Bearings Limited,Others,Others
1228,NIITLTD.NS,NIIT Limited,Others,Others
1229,NIITMTS.NS,NIIT Learning Systems Limited,Consumer Services,Consumer Services
1230,NILAINFRA.NS,Nila Infrastructures Limited,Others,Others
1231,NILASPACES.NS,Nila Spaces Limited,Others,Others
1232,NILKAMAL.NS,Nilkamal Limited,Others,Others
1233,NINSYS.NS,NINtec Systems Limited,Others,Others
1234,NIPPOBATRY.NS,Indo-National Limited,Others,Others
1235,NIRAJ.NS,Niraj Cement Structurals Limited,Others,Others
1236,NIRAJISPAT.NS,Niraj Ispat Industries Limited,Others,Others
1237,NITCO.NS,Nitco Limited,Others,Others
1238,NITINSPIN.NS,Nitin Spinners Limited,Others,Others
1239,NITIRAJ.NS,Nitiraj Engineers Limited,Others,Others
1240,NKIND.NS,NK Industries Limited,Others,Others
1241,NLCINDIA.NS,NLC India Limited,Power,Power
1242,NMDC.NS,NMDC Limited,Metals & Mining,Metals & Mining
1243,NOCIL.NS,NOCIL Limited,Chemicals,Chemicals
1244,NOIDATOLL.NS,Noida Toll Bridge Company Limited,Others,Others
1245,NORBTEAEXP.NS,Norben Tea & Exports Limited,Others,Others
1246,NOVAAGRI.NS,Nova Agritech Limited,Others,Others
1247,NRAIL.NS,N R Agarwal Industries Limited,Others,Others
1248,NRBBEARING.NS,NRB Bearing Limited,Automobile and Auto Components,Automobile and Auto Components
1249,NRL.NS,Nupur Recyclers Limited,Others,Others
1250,NSIL.NS,Nalwa Sons Investments Limited,Others,Others
1251,NSLNISP.NS,NMDC Steel Limited,Metals & Mining,Metals & Mining
1252,NTPC.NS,NTPC Limited,Power,Power
1253,NUCLEUS.NS,Nucleus Software Exports Limited,Information Technology,Information Technology
1254,NURECA.NS,Nureca Limited,Others,Others
1255,NUVAMA.NS,Nuvama Wealth Management Limited,Financial Services,Financial Services
1256,NUVOCO.NS,Nuvoco Vistas Corporation Limited,Construction Materials,Construction Materials
1257,NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Services,Consumer Services
1258,OAL.NS,Oriental Aromatics Limited,Others,Others
1259,OBCL.NS,Orissa Bengal Carrier Limited,Others,Others
1260,OBEROIRLTY.NS,Oberoi Realty Limited,Realty,Realty
1261,OCCL.NS,Oriental Carbon & Chemicals Limited,Others,Others
1262,OFSS.NS,Oracle Financial Services Software Limited,Information Technology,Information Technology
1263,OIL.NS,Oil India Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
1264,OILCOUNTUB.NS,Oil Country Tubular Limited,Others,Others
1265,OLAELEC.NS,Ola Electric Mobility Limited,Others,Others
1266,OLECTRA.NS,Olectra Greentech Limited,Automobile and Auto Components,Automobile and Auto Components
1267,OMAXAUTO.NS,Omax Autos Limited,Others,Others
1268,OMAXE.NS,Omaxe Limited,Others,Others
1269,OMINFRAL.NS,OM INFRA LIMITED,Others,Others
1270,OMKARCHEM.NS,Omkar Speciality Chemicals Limited,Others,Others
1271,ONELIFECAP.NS,Onelife Capital Advisors Limited,Others,Others
1272,ONEPOINT.NS,One Point One Solutions Limited,Others,Others
1273,ONGC.NS,Oil & Natural Gas Corporation Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
1274,ONMOBILE.NS,OnMobile Global Limited,Others,Others
1275,ONWARDTEC.NS,Onward Technologies Limited,Others,Others
1276,OPTIEMUS.NS,Optiemus Infracom Limited,Telecommunication,Telecommunication
1277,ORBTEXP.NS,Orbit Exports Limited,Others,Others
1278,ORCHPHARMA.NS,Orchid Pharma Limited,Others,Others
1279,ORICONENT.NS,Oricon Enterprises Limited,Others,Others
1280,ORIENTALTL.NS,Oriental Trimex Limited,Others,Others
1281,ORIENTBELL.NS,Orient Bell Limited,Others,Others
1282,ORIENTCEM.NS,Orient Cement Limited,Construction Materials,Construction Materials
1283,ORIENTCER.NS,ORIENT CERATECH LIMITED,Others,Others
1284,ORIENTELEC.NS,Orient Electric Limited,Consumer Durables,Consumer Durables
1285,ORIENTHOT.NS,Oriental Hotels Limited,Others,Others
1286,ORIENTLTD.NS,Orient Press Limited,Others,Others
1287,ORIENTPPR.NS,Orient Paper & Industries Limited,Others,Others
1288,ORIENTTECH.NS,Orient Technologies Limited,Others,Others
1289,ORISSAMINE.NS,The Orissa Minerals Development Company Limited,Metals & Mining,Metals & Mining
1290,ORTINGLOBE.NS,ORTIN GLOBAL LIMITED,Others,Others
1291,OSIAHYPER.NS,Osia Hyper Retail Limited,Others,Others
1292,OSWALAGRO.NS,Oswal Agro Mills Limited,Others,Others
1293,OSWALGREEN.NS,Oswal Greentech Limited,Others,Others
1294,OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,Others,Others
1295,PAGEIND.NS,Page Industries Limited,Textiles,Textiles
1296,PAISALO.NS,Paisalo Digital Limited,Financial Services,Financial Services
1297,PAKKA.NS,PAKKA LIMITED,Others,Others
1298,PALASHSECU.NS,Palash Securities Limited,Others,Others
1299,PALREDTEC.NS,Palred Technologies Limited,Others,Others
1300,PANACEABIO.NS,Panacea Biotec Limited,Others,Others
1301,PANACHE.NS,Panache Digilife Limited,Others,Others
1302,PANAMAPET.NS,Panama Petrochem Limited,Others,Others
1303,PANSARI.NS,Pansari Developers Limited,Others,Others
1304,PAR.NS,Par Drugs And Chemicals Limited,Others,Others
1305,PARACABLES.NS,Paramount Communications Limited,Others,Others
1306,PARADEEP.NS,Paradeep Phosphates Limited,Chemicals,Chemicals
1307,PARAGMILK.NS,Parag Milk Foods Limited,Others,Others
1308,PARAS.NS,Paras Defence and Space Technologies Limited,Capital Goods,Capital Goods
1309,PARASPETRO.NS,Paras Petrofils Limited,Others,Others
1310,PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,Others,Others
1311,PARSVNATH.NS,Parsvnath Developers Limited,Others,Others
1312,PASUPTAC.NS,Pasupati Acrylon Limited,Others,Others
1313,PATANJALI.NS,Patanjali Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1314,PATELENG.NS,Patel Engineering Limited,Construction,Construction
1315,PATINTLOG.NS,Patel Integrated Logistics Limited,Others,Others
1316,PAVNAIND.NS,Pavna Industries Limited,Others,Others
1317,PAYTM.NS,One 97 Communications Limited,Financial Services,Financial Services
1318,PCBL.NS,PCBL LIMITED,Chemicals,Chemicals
1319,PCJEWELLER.NS,PC Jeweller Limited,Others,Others
1320,PDMJEPAPER.NS,Pudumjee Paper Products Limited,Others,Others
1321,PDSL.NS,PDS Limited,Textiles,Textiles
1322,PEARLPOLY.NS,Pearl Polymers Limited,Others,Others
1323,PEL.NS,Piramal Enterprises Limited,Financial Services,Financial Services
1324,PENIND.NS,Pennar Industries Limited,Others,Others
1325,PENINLAND.NS,Peninsula Land Limited,Others,Others
1326,PERSISTENT.NS,Persistent Systems Limited,Information Technology,Information Technology
1327,PETRONET.NS,Petronet LNG Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
1328,PFC.NS,Power Finance Corporation Limited,Financial Services,Financial Services
1329,PFIZER.NS,Pfizer Limited,Others,Others
1330,PFOCUS.NS,Prime Focus Limited,Others,Others
1331,PFS.NS,PTC India Financial Services Limited,Others,Others
1332,PGEL.NS,PG Electroplast Limited,Consumer Durables,Consumer Durables
1333,PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1334,PGHL.NS,Procter & Gamble Health Limited,Others,Others
1335,PGIL.NS,Pearl Global Industries Limited,Others,Others
1336,PHOENIXLTD.NS,The Phoenix Mills Limited,Realty,Realty
1337,PIDILITIND.NS,Pidilite Industries Limited,Chemicals,Chemicals
1338,PIGL.NS,Power & Instrumentation (Gujarat) Limited,Others,Others
1339,PIIND.NS,PI Industries Limited,Chemicals,Chemicals
1340,PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,Others,Others
1341,PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,Others,Others
1342,PIONEEREMB.NS,Pioneer Embroideries Limited,Others,Others
1343,PITTIENG.NS,Pitti Engineering Limited,Others,Others
1344,PIXTRANS.NS,Pix Transmissions Limited,Others,Others
1345,PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,Others,Others
1346,PLASTIBLEN.NS,Plastiblends India Limited,Others,Others
1347,PLATIND.NS,Platinum Industries Limited,Others,Others
1348,PLAZACABLE.NS,Plaza Wires Limited,Others,Others
1349,PNB.NS,Punjab National Bank,Financial Services,Financial Services
1350,PNBGILTS.NS,PNB Gilts Limited,Others,Others
1351,PNBHOUSING.NS,PNB Housing Finance Limited,Financial Services,Financial Services
1352,PNC.NS,Pritish Nandy Communications Limited,Others,Others
1353,PNCINFRA.NS,PNC Infratech Limited,Construction,Construction
1354,POCL.NS,Pondy Oxides & Chemicals Limited,Others,Others
1355,PODDARHOUS.NS,Poddar Housing and Development Limited,Others,Others
1356,PODDARMENT.NS,Poddar Pigments Limited,Others,Others
1357,POKARNA.NS,Pokarna Limited,Others,Others
1358,POLICYBZR.NS,PB Fintech Limited,Financial Services,Financial Services
1359,POLYCAB.NS,Polycab India Limited,Capital Goods,Capital Goods
1360,POLYMED.NS,Poly Medicure Limited,Healthcare,Healthcare
1361,POLYPLEX.NS,Polyplex Corporation Limited,Capital Goods,Capital Goods
1362,PONNIERODE.NS,Ponni Sugars (Erode) Limited,Others,Others
1363,POONAWALLA.NS,Poonawalla Fincorp Limited,Financial Services,Financial Services
1364,POWERGRID.NS,Power Grid Corporation of India Limited,Power,Power
1365,POWERINDIA.NS,Hitachi Energy India Limited,Capital Goods,Capital Goods
1366,POWERMECH.NS,Power Mech Projects Limited,Construction,Construction
1367,PPAP.NS,PPAP Automotive Limited,Others,Others
1368,PPL.NS,Prakash Pipes Limited,Others,Others
1369,PPLPHARMA.NS,Piramal Pharma Limited,Healthcare,Healthcare
1370,PRAENG.NS,Prajay Engineers Syndicate Limited,Others,Others
1371,PRAJIND.NS,Praj Industries Limited,Capital Goods,Capital Goods
1372,PRAKASH.NS,Prakash Industries Limited,Others,Others
1373,PRAKASHSTL.NS,Prakash Steelage Limited,Others,Others
1374,PRAXIS.NS,Praxis Home Retail Limited,Others,Others
1375,PRECAM.NS,Precision Camshafts Limited,Others,Others
1376,PRECOT.NS,Precot Limited,Others,Others
1377,PRECWIRE.NS,Precision Wires India Limited,Others,Others
1378,PREMEXPLN.NS,Premier Explosives Limited,Others,Others
1379,PREMIER.NS,Premier Limited,Others,Others
1380,PREMIERENE.NS,Premier Energies Limited,Others,Others
1381,PREMIERPOL.NS,Premier Polyfilm Limited,Others,Others
1382,PRESTIGE.NS,Prestige Estates Projects Limited,Realty,Realty
1383,PRICOLLTD.NS,Pricol Limited,Automobile and Auto Components,Automobile and Auto Components
1384,PRIMESECU.NS,Prime Securities Limited,Others,Others
1385,PRINCEPIPE.NS,Prince Pipes And Fittings Limited,Capital Goods,Capital Goods
1386,PRITI.NS,Priti International Limited,Others,Others
1387,PRITIKAUTO.NS,Pritika Auto Industries Limited,Others,Others
1388,PRIVISCL.NS,Privi Speciality Chemicals Limited,Others,Others
1389,PROZONER.NS,Prozone Realty Limited,Others,Others
1390,PRSMJOHNSN.NS,Prism Johnson Limited,Construction Materials,Construction Materials
1391,PRUDENT.NS,Prudent Corporate Advisory Services Limited,Others,Others
1392,PRUDMOULI.NS,Prudential Sugar Corporation Limited,Others,Others
1393,PSB.NS,Punjab & Sind Bank,Others,Others
1394,PSPPROJECT.NS,PSP Projects Limited,Construction,Construction
1395,PTC.NS,PTC India Limited,Power,Power
1396,PTCIL.NS,PTC Industries Limited,Others,Others
1397,PTL.NS,PTL Enterprises Limited,Others,Others
1398,PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,Others,Others
1399,PURVA.NS,Puravankara Limited,Realty,Realty
1400,PVP.NS,PVP Ventures Limited,Others,Others
1401,PVRINOX.NS,PVR INOX Limited,Media Entertainment & Publication,Media Entertainment & Publication
1402,PVSL.NS,Popular Vehicles and Services Limited,Others,Others
1403,PYRAMID.NS,Pyramid Technoplast Limited,Others,Others
1404,QUESS.NS,Quess Corp Limited,Services,Services
1405,QUICKHEAL.NS,Quick Heal Technologies Limited,Others,Others
1406,RACE.NS,Race Eco Chain Limited,Others,Others
1407,RADHIKAJWE.NS,Radhika Jeweltech Limited,Others,Others
1408,RADIANTCMS.NS,Radiant Cash Management Services Limited,Others,Others
1409,RADICO.NS,Radico Khaitan Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1410,RADIOCITY.NS,Music Broadcast Limited,Others,Others
1411,RAILTEL.NS,Railtel Corporation Of India Limited,Telecommunication,Telecommunication
1412,RAIN.NS,Rain Industries Limited,Chemicals,Chemicals
1413,RAINBOW.NS,Rainbow Childrens Medicare Limited,Healthcare,Healthcare
1414,RAJESHEXPO.NS,Rajesh Exports Limited,Consumer Durables,Consumer Durables
1415,RAJMET.NS,Rajnandini Metal Limited,Others,Others
1416,RAJRATAN.NS,Rajratan Global Wire Limited,Others,Others
1417,RAJRILTD.NS,Raj Rayon Industries Limited,Others,Others
1418,RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,Others,Others
1419,RAJTV.NS,Raj Television Network Limited,Others,Others
1420,RALLIS.NS,Rallis India Limited,Chemicals,Chemicals
1421,RAMANEWS.NS,Shree Rama Newsprint Limited,Others,Others
1422,RAMAPHO.NS,Rama Phosphates Limited,Others,Others
1423,RAMASTEEL.NS,Rama Steel Tubes Limited,Others,Others
1424,RAMCOCEM.NS,The Ramco Cements Limited,Construction Materials,Construction Materials
1425,RAMCOIND.NS,Ramco Industries Limited,Others,Others
1426,RAMCOSYS.NS,Ramco Systems Limited,Others,Others
1427,RAMKY.NS,Ramky Infrastructure Limited,Construction,Construction
1428,RAMRAT.NS,Ram Ratna Wires Limited,Others,Others
1429,RANASUG.NS,Rana Sugars Limited,Others,Others
1430,RANEENGINE.NS,Rane Engine Valve Limited,Others,Others
1431,RANEHOLDIN.NS,Rane Holdings Limited,Others,Others
1432,RATEGAIN.NS,Rategain Travel Technologies Limited,Information Technology,Information Technology
1433,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Capital Goods,Capital Goods
1434,RATNAVEER.NS,Ratnaveer Precision Engineering Limited,Others,Others
1435,RAYMOND.NS,Raymond Limited,Realty,Realty
1436,RBA.NS,Restaurant Brands Asia Limited,Consumer Services,Consumer Services
1437,RBL.NS,Rane Brake Lining Limited,Others,Others
1438,RBLBANK.NS,RBL Bank Limited,Financial Services,Financial Services
1439,RBZJEWEL.NS,RBZ Jewellers Limited,Others,Others
1440,RCF.NS,Rashtriya Chemicals and Fertilizers Limited,Chemicals,Chemicals
1441,RECLTD.NS,REC Limited,Financial Services,Financial Services
1442,REDINGTON.NS,Redington Limited,Services,Services
1443,REDTAPE.NS,Redtape Limited,Consumer Durables,Consumer Durables
1444,REFEX.NS,Refex Industries Limited,Others,Others
1445,REGENCERAM.NS,Regency Ceramics Limited,Others,Others
1446,RELAXO.NS,Relaxo Footwears Limited,Others,Others
1447,RELCHEMQ.NS,Reliance Chemotex Industries Limited,Others,Others
1448,RELIABLE.NS,Reliable Data Services Limited,Others,Others
1449,RELIANCE.NS,Reliance Industries Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
1450,RELIGARE.NS,Religare Enterprises Limited,Financial Services,Financial Services
1451,RELINFRA.NS,Reliance Infrastructure Limited,Power,Power
1452,RELTD.NS,Ravindra Energy Limited,Others,Others
1453,REMSONSIND.NS,Remsons Industries Limited,Others,Others
1454,RENUKA.NS,Shree Renuka Sugars Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
1455,REPCOHOME.NS,Repco Home Finance Limited,Others,Others
1456,REPL.NS,Rudrabhishek Enterprises Limited,Others,Others
1457,REPRO.NS,Repro India Limited,Others,Others
1458,RESPONIND.NS,Responsive Industries Limited,Consumer Durables,Consumer Durables
1459,RETAIL.NS,JHS Svendgaard Retail Ventures Limited,Others,Others
1460,RGL.NS,Renaissance Global Limited,Others,Others
1461,RHFL.NS,Reliance Home Finance Limited,Others,Others
1462,RHIM.NS,RHI MAGNESITA INDIA LIMITED,Capital Goods,Capital Goods
1463,RHL.NS,Robust Hotels Limited,Others,Others
1464,RICOAUTO.NS,Rico Auto Industries Limited,Others,Others
1465,RIIL.NS,Reliance Industrial Infrastructure Limited,Others,Others
1466,RISHABH.NS,Rishabh Instruments Limited,Others,Others
1467,RITCO.NS,Ritco Logistics Limited,Others,Others
1468,RITES.NS,RITES Limited,Construction,Construction
1469,RKDL.NS,Ravi Kumar Distilleries Limited,Others,Others
1470,RKEC.NS,RKEC Projects Limited,Others,Others
1471,RKFORGE.NS,Ramkrishna Forgings Limited,Automobile and Auto Components,Automobile and Auto Components
1472,RKSWAMY.NS,R K Swamy Limited,Others,Others
1473,RML.NS,Rane (Madras) Limited,Others,Others
