"Date","Open","High","Low","Close","Volume","OI","Trend ‌Supertrend‌ (7,3)"
"Thu May 09 2024 10:00:00 GMT+0530 (India Standard Time)","150.55","154.15","145.00","148.15","403300.00","2545125.00","191.24"
"Thu May 09 2024 10:05:00 GMT+0530 (India Standard Time)","148.95","154.20","148.40","150.85","204825.00","2536350.00","189.60"
"Thu May 09 2024 10:10:00 GMT+0530 (India Standard Time)","150.80","152.25","135.65","137.80","495900.00","2557000.00","183.90"
"Thu May 09 2024 10:15:00 GMT+0530 (India Standard Time)","137.65","142.00","134.70","138.65","314425.00","2612850.00","175.72"
"Thu May 09 2024 10:20:00 GMT+0530 (India Standard Time)","138.50","138.50","117.25","117.25","768700.00","2528200.00","169.08"
"Thu May 09 2024 10:25:00 GMT+0530 (India Standard Time)","118.90","119.85","110.55","114.50","575325.00","2527400.00","154.50"
"Thu May 09 2024 10:30:00 GMT+0530 (India Standard Time)","114.50","118.55","112.70","117.95","265700.00","2539100.00","151.82"
"Thu May 09 2024 10:35:00 GMT+0530 (India Standard Time)","117.50","120.30","114.45","115.90","159900.00","2559925.00","150.91"
"Thu May 09 2024 10:40:00 GMT+0530 (India Standard Time)","116.15","117.55","109.60","111.65","294050.00","2576425.00","145.72"
"Thu May 09 2024 10:45:00 GMT+0530 (India Standard Time)","111.75","113.40","106.60","107.90","300200.00","2630425.00","140.47"
"Thu May 09 2024 10:50:00 GMT+0530 (India Standard Time)","108.00","114.15","107.60","108.55","223625.00","2641700.00","139.80"
"Thu May 09 2024 10:55:00 GMT+0530 (India Standard Time)","108.30","117.00","106.20","115.05","231350.00","2656700.00","139.80"
"Thu May 09 2024 11:00:00 GMT+0530 (India Standard Time)","115.05","115.05","109.40","111.45","127150.00","2690475.00","139.80"
"Thu May 09 2024 11:05:00 GMT+0530 (India Standard Time)","111.45","112.00","102.60","106.30","277175.00","2731500.00","135.02"
"Thu May 09 2024 11:10:00 GMT+0530 (India Standard Time)","106.40","108.05","104.00","106.10","225400.00","2743025.00","131.52"
"Thu May 09 2024 11:15:00 GMT+0530 (India Standard Time)","106.10","109.50","104.35","105.05","281225.00","2677500.00","130.98"
"Thu May 09 2024 11:20:00 GMT+0530 (India Standard Time)","105.25","108.45","103.05","104.35","224075.00","2664650.00","128.69"
"Thu May 09 2024 11:25:00 GMT+0530 (India Standard Time)","104.35","109.70","104.00","105.25","139800.00","2668900.00","128.69"
"Thu May 09 2024 11:30:00 GMT+0530 (India Standard Time)","105.25","110.70","101.50","108.75","216200.00","2680350.00","128.69"
"Thu May 09 2024 11:35:00 GMT+0530 (India Standard Time)","108.80","114.15","107.35","114.10","166600.00","2677250.00","128.69"
"Thu May 09 2024 11:40:00 GMT+0530 (India Standard Time)","114.15","116.95","110.45","113.30","159875.00","2675650.00","128.69"
"Thu May 09 2024 11:45:00 GMT+0530 (India Standard Time)","113.30","119.65","112.40","114.30","281100.00","2698600.00","128.69"
"Thu May 09 2024 11:50:00 GMT+0530 (India Standard Time)","114.65","119.20","109.65","111.15","162475.00","2703775.00","128.69"
"Thu May 09 2024 11:55:00 GMT+0530 (India Standard Time)","111.05","115.50","108.45","115.25","129175.00","2698025.00","128.69"
"Thu May 09 2024 12:00:00 GMT+0530 (India Standard Time)","115.30","116.40","111.10","114.00","73425.00","2700225.00","128.69"
"Thu May 09 2024 12:05:00 GMT+0530 (India Standard Time)","114.00","114.40","110.60","111.50","76050.00","2705875.00","128.69"
"Thu May 09 2024 12:10:00 GMT+0530 (India Standard Time)","111.45","115.75","110.00","115.45","110250.00","2728375.00","128.69"
"Thu May 09 2024 12:15:00 GMT+0530 (India Standard Time)","115.45","123.85","113.25","121.20","267025.00","2688150.00","128.69"
"Thu May 09 2024 12:20:00 GMT+0530 (India Standard Time)","120.90","122.00","117.80","119.00","157150.00","2681350.00","128.69"
"Thu May 09 2024 12:25:00 GMT+0530 (India Standard Time)","119.00","119.25","109.65","111.45","221700.00","2685800.00","128.69"
"Thu May 09 2024 12:30:00 GMT+0530 (India Standard Time)","111.70","113.10","108.05","112.25","129000.00","2700000.00","128.69"
"Thu May 09 2024 12:35:00 GMT+0530 (India Standard Time)","112.65","114.05","104.25","105.95","154475.00","2701050.00","128.69"
"Thu May 09 2024 12:40:00 GMT+0530 (India Standard Time)","105.00","107.60","100.95","102.80","218150.00","2749125.00","125.85"
"Thu May 09 2024 12:45:00 GMT+0530 (India Standard Time)","102.85","104.70","87.30","90.55","617725.00","2805775.00","121.95"
"Thu May 09 2024 12:50:00 GMT+0530 (India Standard Time)","90.55","91.30","79.25","84.25","585400.00","2860975.00","112.68"
"Thu May 09 2024 12:55:00 GMT+0530 (India Standard Time)","84.40","84.40","76.50","81.10","515925.00","2926650.00","107.33"
"Thu May 09 2024 13:00:00 GMT+0530 (India Standard Time)","81.00","84.50","79.80","83.95","338950.00","3076525.00","107.20"
"Thu May 09 2024 13:05:00 GMT+0530 (India Standard Time)","84.25","85.00","81.05","81.40","296475.00","3118325.00","106.19"
"Thu May 09 2024 13:10:00 GMT+0530 (India Standard Time)","81.65","81.70","78.50","80.75","238175.00","3196875.00","101.33"
"Thu May 09 2024 13:15:00 GMT+0530 (India Standard Time)","80.75","81.65","79.30","80.10","205425.00","3205200.00","99.68"
"Thu May 09 2024 13:20:00 GMT+0530 (India Standard Time)","80.20","80.20","70.70","70.80","449575.00","3252675.00","95.98"
"Thu May 09 2024 13:25:00 GMT+0530 (India Standard Time)","70.75","78.45","70.20","76.60","294050.00","3343800.00","95.46"
"Thu May 09 2024 13:30:00 GMT+0530 (India Standard Time)","76.45","79.85","75.00","77.35","150700.00","3323750.00","95.46"
"Thu May 09 2024 13:35:00 GMT+0530 (India Standard Time)","77.15","79.65","76.00","79.40","104675.00","3333400.00","95.46"
"Thu May 09 2024 13:40:00 GMT+0530 (India Standard Time)","79.40","81.10","75.75","77.10","167875.00","3365250.00","95.46"
"Thu May 09 2024 13:45:00 GMT+0530 (India Standard Time)","77.10","84.95","76.55","82.25","203350.00","3350750.00","95.46"
"Thu May 09 2024 13:50:00 GMT+0530 (India Standard Time)","82.25","82.55","75.00","75.85","267350.00","3369825.00","95.46"
"Thu May 09 2024 13:55:00 GMT+0530 (India Standard Time)","75.85","77.50","72.50","75.00","265950.00","3336450.00","94.19"
"Thu May 09 2024 14:00:00 GMT+0530 (India Standard Time)","75.00","75.75","70.00","74.45","280750.00","3323750.00","91.79"
"Thu May 09 2024 14:05:00 GMT+0530 (India Standard Time)","74.40","81.20","73.85","80.95","284725.00","3326925.00","91.79"
"Thu May 09 2024 14:10:00 GMT+0530 (India Standard Time)","80.65","81.10","77.00","80.40","180500.00","3320975.00","91.79"
"Thu May 09 2024 14:15:00 GMT+0530 (India Standard Time)","80.40","80.95","75.95","76.50","138100.00","3323925.00","91.79"
"Thu May 09 2024 14:20:00 GMT+0530 (India Standard Time)","76.35","81.55","75.20","76.10","304200.00","3332825.00","91.79"
"Thu May 09 2024 14:25:00 GMT+0530 (India Standard Time)","75.90","78.30","72.95","74.25","251200.00","3314175.00","91.79"
"Thu May 09 2024 14:30:00 GMT+0530 (India Standard Time)","74.50","74.95","70.25","72.35","336325.00","3347225.00","89.84"
"Thu May 09 2024 14:35:00 GMT+0530 (India Standard Time)","72.10","74.95","66.35","69.05","533975.00","3365825.00","89.11"
"Thu May 09 2024 14:40:00 GMT+0530 (India Standard Time)","68.75","69.70","61.90","62.20","566475.00","3423850.00","84.96"
"Thu May 09 2024 14:45:00 GMT+0530 (India Standard Time)","62.40","67.65","61.80","66.90","445950.00","3458975.00","83.66"
"Thu May 09 2024 14:50:00 GMT+0530 (India Standard Time)","66.95","73.35","66.95","68.80","451425.00","3447525.00","83.66"
"Thu May 09 2024 14:55:00 GMT+0530 (India Standard Time)","69.20","70.10","65.10","66.50","319700.00","3451325.00","83.66"
"Thu May 09 2024 15:00:00 GMT+0530 (India Standard Time)","66.25","66.30","61.40","62.45","414125.00","3546400.00","81.83"
"Thu May 09 2024 15:05:00 GMT+0530 (India Standard Time)","62.65","63.35","59.25","62.85","655875.00","3564450.00","78.47"
"Thu May 09 2024 15:10:00 GMT+0530 (India Standard Time)","62.85","63.50","56.05","56.50","602825.00","3621900.00","77.68"
"Thu May 09 2024 15:15:00 GMT+0530 (India Standard Time)","56.40","59.65","56.40","57.85","762625.00","3717350.00","74.77"
"Thu May 09 2024 15:20:00 GMT+0530 (India Standard Time)","57.95","58.60","55.00","56.65","820725.00","3824975.00","72.69"
"Thu May 09 2024 15:25:00 GMT+0530 (India Standard Time)","56.70","61.05","56.40","60.55","883825.00","4013450.00","72.69"
"Fri May 10 2024 09:15:00 GMT+0530 (India Standard Time)","59.55","67.35","57.75","60.55","1706025.00","4061000.00","72.69"
"Fri May 10 2024 09:20:00 GMT+0530 (India Standard Time)","60.55","70.40","58.25","70.40","1425125.00","4085450.00","72.69"
"Fri May 10 2024 09:25:00 GMT+0530 (India Standard Time)","70.40","77.70","69.35","76.95","1335550.00","3983150.00","52.63"
"Fri May 10 2024 09:30:00 GMT+0530 (India Standard Time)","76.95","78.30","71.05","71.60","972125.00","4011000.00","53.66"
"Fri May 10 2024 09:35:00 GMT+0530 (India Standard Time)","71.70","75.25","68.80","70.45","841675.00","4065025.00","53.66"
"Fri May 10 2024 09:40:00 GMT+0530 (India Standard Time)","70.45","80.50","67.20","78.90","1111650.00","4071475.00","53.66"
"Fri May 10 2024 09:45:00 GMT+0530 (India Standard Time)","78.90","82.75","77.15","80.85","1123100.00","3968150.00","57.40"
"Fri May 10 2024 09:50:00 GMT+0530 (India Standard Time)","80.85","95.00","77.45","93.00","2161425.00","3751400.00","59.37"
"Fri May 10 2024 09:55:00 GMT+0530 (India Standard Time)","93.00","98.50","89.90","97.00","1866550.00","3671775.00","67.50"
"Fri May 10 2024 10:00:00 GMT+0530 (India Standard Time)","97.00","97.80","90.00","93.20","1183075.00","3729050.00","67.67"
"Fri May 10 2024 10:05:00 GMT+0530 (India Standard Time)","93.40","98.60","88.80","92.75","1046725.00","3806950.00","67.67"
"Fri May 10 2024 10:10:00 GMT+0530 (India Standard Time)","92.95","96.70","90.45","92.75","663825.00","3757275.00","68.02"
"Fri May 10 2024 10:15:00 GMT+0530 (India Standard Time)","92.75","99.50","90.10","94.80","982050.00","3728650.00","68.87"
"Fri May 10 2024 10:20:00 GMT+0530 (India Standard Time)","94.80","95.05","79.75","86.20","1342500.00","3690975.00","68.87"
"Fri May 10 2024 10:25:00 GMT+0530 (India Standard Time)","86.20","89.85","82.80","84.90","513775.00","3718600.00","68.87"
"Fri May 10 2024 10:30:00 GMT+0530 (India Standard Time)","84.90","87.40","80.05","86.60","663100.00","3728175.00","68.87"
"Fri May 10 2024 10:35:00 GMT+0530 (India Standard Time)","86.60","89.50","83.10","84.75","597375.00","3763600.00","68.87"
"Fri May 10 2024 10:40:00 GMT+0530 (India Standard Time)","84.75","85.50","80.65","81.95","383500.00","3781500.00","68.87"
"Fri May 10 2024 10:45:00 GMT+0530 (India Standard Time)","81.95","82.55","68.90","73.35","1192825.00","3772300.00","68.87"
"Fri May 10 2024 10:50:00 GMT+0530 (India Standard Time)","73.45","74.40","62.65","64.15","1141325.00","3819375.00","96.34"
"Fri May 10 2024 10:55:00 GMT+0530 (India Standard Time)","64.15","67.70","62.70","65.00","556850.00","3883750.00","91.19"
"Fri May 10 2024 11:00:00 GMT+0530 (India Standard Time)","65.00","66.55","62.05","64.55","513800.00","3964875.00","88.50"
"Fri May 10 2024 11:05:00 GMT+0530 (India Standard Time)","64.55","71.95","64.55","70.15","697325.00","4040725.00","88.50"
"Fri May 10 2024 11:10:00 GMT+0530 (India Standard Time)","70.15","72.40","69.00","69.70","396575.00","4053700.00","88.50"
"Fri May 10 2024 11:15:00 GMT+0530 (India Standard Time)","69.70","75.55","67.10","75.40","808300.00","4117700.00","88.50"
"Fri May 10 2024 11:20:00 GMT+0530 (India Standard Time)","75.40","81.30","73.40","81.30","990425.00","4095725.00","88.50"
"Fri May 10 2024 11:25:00 GMT+0530 (India Standard Time)","81.30","82.90","74.30","75.75","828025.00","4028650.00","88.50"
"Fri May 10 2024 11:30:00 GMT+0530 (India Standard Time)","75.75","76.05","70.15","70.15","531300.00","4005400.00","88.50"
"Fri May 10 2024 11:35:00 GMT+0530 (India Standard Time)","70.35","71.55","65.75","67.65","532050.00","3978300.00","88.50"
"Fri May 10 2024 11:40:00 GMT+0530 (India Standard Time)","67.65","68.80","64.75","66.95","456525.00","3999800.00","87.03"
"Fri May 10 2024 11:45:00 GMT+0530 (India Standard Time)","66.95","67.90","61.20","62.25","490600.00","4025875.00","84.78"
"Fri May 10 2024 11:50:00 GMT+0530 (India Standard Time)","62.25","63.95","60.50","62.55","425100.00","4060550.00","81.05"
"Fri May 10 2024 11:55:00 GMT+0530 (India Standard Time)","62.55","63.30","58.20","61.20","635050.00","4085875.00","79.07"
"Fri May 10 2024 12:00:00 GMT+0530 (India Standard Time)","61.20","64.60","61.15","62.05","526825.00","4191900.00","79.07"
"Fri May 10 2024 12:05:00 GMT+0530 (India Standard Time)","62.05","64.40","60.40","63.85","381725.00","4203975.00","78.84"
"Fri May 10 2024 12:10:00 GMT+0530 (India Standard Time)","63.85","64.80","59.80","60.80","341075.00","4202400.00","78.53"
"Fri May 10 2024 12:15:00 GMT+0530 (India Standard Time)","60.80","62.20","57.20","60.15","416650.00","4205500.00","75.76"
"Fri May 10 2024 12:20:00 GMT+0530 (India Standard Time)","60.15","62.40","59.70","60.10","303025.00","4222975.00","75.76"
"Fri May 10 2024 12:25:00 GMT+0530 (India Standard Time)","60.10","61.45","54.00","58.80","682175.00","4181325.00","73.71"
"Fri May 10 2024 12:30:00 GMT+0530 (India Standard Time)","58.80","62.10","58.80","60.20","460975.00","4285925.00","73.71"
"Fri May 10 2024 12:35:00 GMT+0530 (India Standard Time)","60.00","62.20","58.45","59.00","316150.00","4288000.00","73.71"
"Fri May 10 2024 12:40:00 GMT+0530 (India Standard Time)","58.90","60.25","57.60","58.75","260750.00","4290125.00","72.54"
"Fri May 10 2024 12:45:00 GMT+0530 (India Standard Time)","58.60","58.85","53.20","56.50","468075.00","4255925.00","70.12"
"Fri May 10 2024 12:50:00 GMT+0530 (India Standard Time)","56.50","57.90","54.25","55.00","347975.00","4303525.00","69.72"
"Fri May 10 2024 12:55:00 GMT+0530 (India Standard Time)","55.00","55.95","50.00","50.55","540225.00","4294500.00","67.22"
"Fri May 10 2024 13:00:00 GMT+0530 (India Standard Time)","50.55","52.55","47.15","51.40","697000.00","4304575.00","64.37"
"Fri May 10 2024 13:05:00 GMT+0530 (India Standard Time)","51.55","53.75","50.30","50.30","410375.00","4295975.00","64.37"
"Fri May 10 2024 13:10:00 GMT+0530 (India Standard Time)","50.25","51.75","46.05","47.25","498250.00","4295150.00","63.28"
"Fri May 10 2024 13:15:00 GMT+0530 (India Standard Time)","47.25","48.50","44.95","46.05","588625.00","4481225.00","60.57"
"Fri May 10 2024 13:20:00 GMT+0530 (India Standard Time)","45.80","49.80","45.60","47.85","432625.00","4554375.00","60.57"
"Fri May 10 2024 13:25:00 GMT+0530 (India Standard Time)","47.80","52.80","47.35","52.25","411725.00","4560475.00","60.57"
"Fri May 10 2024 13:30:00 GMT+0530 (India Standard Time)","52.05","59.75","51.45","54.60","1212875.00","4417650.00","60.57"
"Fri May 10 2024 13:35:00 GMT+0530 (India Standard Time)","54.70","55.85","51.80","55.20","493550.00","4422400.00","60.57"
"Fri May 10 2024 13:40:00 GMT+0530 (India Standard Time)","55.25","59.45","55.15","59.15","393625.00","4445150.00","60.57"
"Fri May 10 2024 13:45:00 GMT+0530 (India Standard Time)","59.15","60.55","55.35","59.85","509400.00","4448100.00","60.57"
"Fri May 10 2024 13:50:00 GMT+0530 (India Standard Time)","60.00","66.80","59.90","63.15","1048575.00","4426525.00","47.59"
"Fri May 10 2024 13:55:00 GMT+0530 (India Standard Time)","63.40","65.90","60.15","65.10","578650.00","4391675.00","47.59"
"Fri May 10 2024 14:00:00 GMT+0530 (India Standard Time)","65.50","66.00","55.90","56.05","789050.00","4330400.00","47.59"
"Fri May 10 2024 14:05:00 GMT+0530 (India Standard Time)","56.00","57.90","54.05","56.00","448925.00","4311250.00","47.59"
"Fri May 10 2024 14:10:00 GMT+0530 (India Standard Time)","56.00","56.55","50.40","52.40","433525.00","4317500.00","47.59"
"Fri May 10 2024 14:15:00 GMT+0530 (India Standard Time)","52.40","55.15","50.55","52.15","449550.00","4322900.00","47.59"
"Fri May 10 2024 14:20:00 GMT+0530 (India Standard Time)","52.15","52.95","49.80","50.60","295750.00","4327000.00","47.59"
"Fri May 10 2024 14:25:00 GMT+0530 (India Standard Time)","50.60","51.00","48.40","48.45","262025.00","4382175.00","47.59"
"Fri May 10 2024 14:30:00 GMT+0530 (India Standard Time)","48.50","53.50","48.20","50.80","421600.00","4391300.00","47.59"
"Fri May 10 2024 14:35:00 GMT+0530 (India Standard Time)","50.80","51.15","47.70","48.85","445800.00","4390200.00","47.59"
"Fri May 10 2024 14:40:00 GMT+0530 (India Standard Time)","48.85","53.00","48.00","52.45","354275.00","4437150.00","47.59"
"Fri May 10 2024 14:45:00 GMT+0530 (India Standard Time)","52.45","55.65","50.60","52.30","575100.00","4427550.00","47.59"
"Fri May 10 2024 14:50:00 GMT+0530 (India Standard Time)","52.20","53.75","51.05","53.20","510150.00","4521100.00","47.59"
"Fri May 10 2024 14:55:00 GMT+0530 (India Standard Time)","53.20","55.90","52.70","54.80","373825.00","4537025.00","47.59"
"Fri May 10 2024 15:00:00 GMT+0530 (India Standard Time)","54.60","63.95","54.60","60.75","1235200.00","4470850.00","47.59"
"Fri May 10 2024 15:05:00 GMT+0530 (India Standard Time)","60.65","63.00","58.25","59.90","843750.00","4449175.00","47.59"
"Fri May 10 2024 15:10:00 GMT+0530 (India Standard Time)","59.75","60.95","52.80","52.90","813575.00","4372050.00","47.59"
"Fri May 10 2024 15:15:00 GMT+0530 (India Standard Time)","52.80","57.90","51.10","56.50","754075.00","4346175.00","47.59"
"Fri May 10 2024 15:20:00 GMT+0530 (India Standard Time)","56.50","59.00","54.50","57.45","648900.00","4309975.00","47.59"
"Fri May 10 2024 15:25:00 GMT+0530 (India Standard Time)","57.45","57.70","54.60","55.80","877550.00","4206300.00","47.59"
"Mon May 13 2024 09:15:00 GMT+0530 (India Standard Time)","50.00","54.15","40.00","41.55","2230100.00","4466100.00","63.58"
"Mon May 13 2024 09:20:00 GMT+0530 (India Standard Time)","41.55","42.05","32.80","33.15","2034475.00","4993075.00","58.51"
"Mon May 13 2024 09:25:00 GMT+0530 (India Standard Time)","33.05","37.15","32.20","34.70","1650500.00","5132350.00","54.87"
