Date,Open,High,Low,Close,Volume,OI,"Trend ‌Supertrend‌ (7,3)"
Thu May 09 2024 10:00:00 GMT+0530 (India Standard Time),68.6,71.45,64.75,67.8,56800,225725,47.49
Thu May 09 2024 10:05:00 GMT+0530 (India Standard Time),67.8,67.8,62.9,65.05,30125,231850,47.49
Thu May 09 2024 10:10:00 GMT+0530 (India Standard Time),65.05,75.2,63.45,72.05,94325,230375,47.49
Thu May 09 2024 10:15:00 GMT+0530 (India Standard Time),72.9,76.25,68.55,73.55,86750,208075,48.22
Thu May 09 2024 10:20:00 GMT+0530 (India Standard Time),73.55,88.7,73.55,87.8,146875,224950,53.9
Thu May 09 2024 10:25:00 GMT+0530 (India Standard Time),89.1,94.6,85.7,89.5,78350,230000,63
Thu May 09 2024 10:30:00 GMT+0530 (India Standard Time),89.65,91.9,84.8,84.85,39775,222025,63
Thu May 09 2024 10:35:00 GMT+0530 (India Standard Time),84.85,90.75,83,88.3,39625,220725,63
Thu May 09 2024 10:40:00 GMT+0530 (India Standard Time),88.5,93.5,84.85,91.1,85725,213875,63.29
Thu May 09 2024 10:45:00 GMT+0530 (India Standard Time),91.1,95.45,88.35,92,67500,231500,66.67
Thu May 09 2024 10:50:00 GMT+0530 (India Standard Time),92,92.15,86,89.5,48900,233725,66.67
Thu May 09 2024 10:55:00 GMT+0530 (India Standard Time),90.2,92.75,81.35,83.15,35800,239275,66.67
Thu May 09 2024 11:00:00 GMT+0530 (India Standard Time),83.15,88.55,83.15,84.6,18825,240600,66.67
Thu May 09 2024 11:05:00 GMT+0530 (India Standard Time),84.6,92.2,84.25,87.1,29875,232900,66.67
Thu May 09 2024 11:10:00 GMT+0530 (India Standard Time),87.1,90.95,86.65,87.55,10275,231050,66.67
Thu May 09 2024 11:15:00 GMT+0530 (India Standard Time),87.55,91.45,85.55,91.45,15875,231650,66.67
Thu May 09 2024 11:20:00 GMT+0530 (India Standard Time),90.3,93.3,87.1,92,33125,230625,68.75
Thu May 09 2024 11:25:00 GMT+0530 (India Standard Time),91.45,93.4,87.2,89.75,18050,227575,69.25
Thu May 09 2024 11:30:00 GMT+0530 (India Standard Time),89.75,93.2,84,86.6,22775,227850,69.25
Thu May 09 2024 11:35:00 GMT+0530 (India Standard Time),86.55,87.1,79.6,80.8,32700,223300,69.25
Thu May 09 2024 11:40:00 GMT+0530 (India Standard Time),80.65,83.2,77.15,81.7,20100,225825,69.25
Thu May 09 2024 11:45:00 GMT+0530 (India Standard Time),81.7,82.45,73.2,76.7,41825,221600,69.25
Thu May 09 2024 11:50:00 GMT+0530 (India Standard Time),76.7,80.55,72.95,79.8,23875,224350,69.25
Thu May 09 2024 11:55:00 GMT+0530 (India Standard Time),79.8,81.75,76.35,79,16400,226825,69.25
Thu May 09 2024 12:00:00 GMT+0530 (India Standard Time),79,81,76.35,78.8,12175,226925,69.25
Thu May 09 2024 12:05:00 GMT+0530 (India Standard Time),78.8,81.75,78.5,81.55,15425,226100,69.25
Thu May 09 2024 12:10:00 GMT+0530 (India Standard Time),81.55,83.15,75.95,77,17275,228850,69.25
Thu May 09 2024 12:15:00 GMT+0530 (India Standard Time),77,77.55,67.5,70.1,38550,220575,69.25
Thu May 09 2024 12:20:00 GMT+0530 (India Standard Time),70.1,72.85,68.2,71.75,10600,222950,69.25
Thu May 09 2024 12:25:00 GMT+0530 (India Standard Time),71.75,80.25,71.75,79.2,19825,223575,69.25
Thu May 09 2024 12:30:00 GMT+0530 (India Standard Time),79.2,83,76.95,77.2,18300,226550,69.25
Thu May 09 2024 12:35:00 GMT+0530 (India Standard Time),77.2,84.95,75.2,83.2,55575,224900,69.25
Thu May 09 2024 12:40:00 GMT+0530 (India Standard Time),84.5,88,81.6,86.25,31950,223750,69.25
Thu May 09 2024 12:45:00 GMT+0530 (India Standard Time),86.25,101.25,84,98.6,144700,221025,69.25
Thu May 09 2024 12:50:00 GMT+0530 (India Standard Time),99.15,112.3,96.55,110.75,181650,215675,75.72
Thu May 09 2024 12:55:00 GMT+0530 (India Standard Time),110.75,124.25,110.45,114.75,151450,202025,86.83
Thu May 09 2024 13:00:00 GMT+0530 (India Standard Time),114.85,114.85,103.7,105.6,66325,233750,86.83
Thu May 09 2024 13:05:00 GMT+0530 (India Standard Time),105.55,110.8,102.2,108,18125,230875,86.83
Thu May 09 2024 13:10:00 GMT+0530 (India Standard Time),107.6,114.2,107.1,108.95,30875,235475,86.83
Thu May 09 2024 13:15:00 GMT+0530 (India Standard Time),108.95,113.65,106,110.7,22925,237975,86.83
Thu May 09 2024 13:20:00 GMT+0530 (India Standard Time),110.7,126,109.2,125.75,96375,236350,86.83
Thu May 09 2024 13:25:00 GMT+0530 (India Standard Time),125.5,126.7,108.85,111.4,62900,227500,86.83
Thu May 09 2024 13:30:00 GMT+0530 (India Standard Time),111.4,115.25,106.7,112.3,57750,228650,86.83
Thu May 09 2024 13:35:00 GMT+0530 (India Standard Time),112.3,115,107.3,107.3,31600,244025,86.83
Thu May 09 2024 13:40:00 GMT+0530 (India Standard Time),107.3,111.3,102,110.8,53425,239375,86.83
Thu May 09 2024 13:45:00 GMT+0530 (India Standard Time),110.8,110.8,95.2,99.7,86825,223275,86.83
Thu May 09 2024 13:50:00 GMT+0530 (India Standard Time),99.7,110.5,98.2,107.45,67525,229250,86.83
Thu May 09 2024 13:55:00 GMT+0530 (India Standard Time),107.35,113.25,105.3,108.35,54175,232950,86.83
Thu May 09 2024 14:00:00 GMT+0530 (India Standard Time),107.85,117.65,106.5,107.05,83000,228175,86.83
Thu May 09 2024 14:05:00 GMT+0530 (India Standard Time),107.05,107.95,97.15,97.15,69925,228950,86.83
