Date,Open,High,Low,Close,OI,"Trend ‌Supertrend‌ (7,3)"
Tue May 14 2024 12:30:00 GMT+0530 (India Standard Time),819.55,819.55,810,810.6,87950,847.08
Tue May 14 2024 12:35:00 GMT+0530 (India Standard Time),810.6,810.6,800,800,88025,841.78
Tue May 14 2024 12:40:00 GMT+0530 (India Standard Time),800,806.75,800,806.75,87950,837.53
Tue May 14 2024 12:45:00 GMT+0530 (India Standard Time),806.75,806.75,799.05,801.9,87825,835.48
Tue May 14 2024 12:50:00 GMT+0530 (India Standard Time),801.9,801.9,764.8,765,87825,827.17
Tue May 14 2024 12:55:00 GMT+0530 (India Standard Time),765,765.85,760,764.8,87975,803
Tue May 14 2024 13:00:00 GMT+0530 (India Standard Time),764.8,767.9,755,760,87650,801.33
Tue May 14 2024 13:05:00 GMT+0530 (India Standard Time),760,777.05,760,777.05,87575,801.33
Tue May 14 2024 13:10:00 GMT+0530 (India Standard Time),777.05,777.05,765,772.6,86600,801.33
Tue May 14 2024 13:15:00 GMT+0530 (India Standard Time),772.6,790.15,772.4,790.15,86675,801.33
Tue May 14 2024 13:20:00 GMT+0530 (India Standard Time),790.15,790.5,785.25,785.25,86675,801.33
Tue May 14 2024 13:25:00 GMT+0530 (India Standard Time),785.25,785.25,765.75,765.75,87025,801.33
Tue May 14 2024 13:30:00 GMT+0530 (India Standard Time),765.75,765.75,751,763.5,87125,800.28
Tue May 14 2024 13:35:00 GMT+0530 (India Standard Time),763.5,769,762.75,769,87100,800.28
Tue May 14 2024 13:40:00 GMT+0530 (India Standard Time),769,769,760.25,760.25,86500,800.28
Tue May 14 2024 13:45:00 GMT+0530 (India Standard Time),760.25,762.2,750,762.2,86775,792.9
Tue May 14 2024 13:50:00 GMT+0530 (India Standard Time),762.2,762.2,746.95,747.45,87100,792.66
Tue May 14 2024 13:55:00 GMT+0530 (India Standard Time),747.45,748.2,737,737,86925,780.04
Tue May 14 2024 14:00:00 GMT+0530 (India Standard Time),737,737,722,722,88850,768.02
Tue May 14 2024 14:05:00 GMT+0530 (India Standard Time),722,738.8,722,738.6,89125,768.02
Tue May 14 2024 14:10:00 GMT+0530 (India Standard Time),738.6,750,730.3,750,88925,768.02
Tue May 14 2024 14:15:00 GMT+0530 (India Standard Time),750,780,744.8,757,85550,768.02
Tue May 14 2024 14:20:00 GMT+0530 (India Standard Time),757,757,755.35,755.35,85575,768.02
Tue May 14 2024 14:25:00 GMT+0530 (India Standard Time),746.15,746.15,730.9,730.9,85650,768.02
Tue May 14 2024 14:30:00 GMT+0530 (India Standard Time),730.9,758.85,730.9,758.85,86025,768.02
Tue May 14 2024 14:35:00 GMT+0530 (India Standard Time),758.85,764.3,758.85,764.3,86000,768.02
Tue May 14 2024 14:40:00 GMT+0530 (India Standard Time),764.3,764.3,750,764.3,85825,768.02
Tue May 14 2024 14:45:00 GMT+0530 (India Standard Time),764.3,764.3,749.5,749.5,85800,768.02
Tue May 14 2024 14:50:00 GMT+0530 (India Standard Time),749.5,755,742.05,744.7,85800,768.02
Tue May 14 2024 14:55:00 GMT+0530 (India Standard Time),744.7,747.4,740.3,747.4,85275,768.02
Tue May 14 2024 15:00:00 GMT+0530 (India Standard Time),747.4,800,747.4,790.55,86175,714.62
Tue May 14 2024 15:05:00 GMT+0530 (India Standard Time),790.55,790.55,765.55,765.55,86225,716.69
Tue May 14 2024 15:10:00 GMT+0530 (India Standard Time),765.55,766.55,759.95,764.3,88125,716.69
Tue May 14 2024 15:15:00 GMT+0530 (India Standard Time),764.3,769.65,764.3,764.85,86375,717.18
Tue May 14 2024 15:20:00 GMT+0530 (India Standard Time),764.85,770.9,763.15,768.4,86425,721.02
Tue May 14 2024 15:25:00 GMT+0530 (India Standard Time),768.4,770.35,762.9,767,86025,724
