Date,Open,High,Low,Close,Volume,OI,"Trend ‌Supertrend‌ (7,3)"
Thu May 09 2024 10:00:00 GMT+0530 (India Standard Time),128.1,133.15,121.95,127.4,57675,306975,87.63
Thu May 09 2024 10:05:00 GMT+0530 (India Standard Time),127.4,127.4,119.05,122.6,39775,305725,87.63
Thu May 09 2024 10:10:00 GMT+0530 (India Standard Time),122.6,139.5,120,134.3,116150,305125,87.95
Thu May 09 2024 10:15:00 GMT+0530 (India Standard Time),135.05,140.55,128.75,135.15,104950,304300,93.77
Thu May 09 2024 10:20:00 GMT+0530 (India Standard Time),135.8,161.1,135.25,161.1,228375,332800,102.01
Thu May 09 2024 10:25:00 GMT+0530 (India Standard Time),158.9,168.75,155,160.85,235400,333675,116.41
Thu May 09 2024 10:30:00 GMT+0530 (India Standard Time),160.95,164.9,153,153.7,142800,345875,116.41
Thu May 09 2024 10:35:00 GMT+0530 (India Standard Time),153.7,161.8,150.6,158.55,94400,364450,116.41
Thu May 09 2024 10:40:00 GMT+0530 (India Standard Time),158.4,166,153.6,163.35,128275,357175,118
Thu May 09 2024 10:45:00 GMT+0530 (India Standard Time),162.7,169.5,158.65,163.25,101425,366025,123.59
Thu May 09 2024 10:50:00 GMT+0530 (India Standard Time),163.25,165,155.7,162.95,62825,373725,123.59
Thu May 09 2024 10:55:00 GMT+0530 (India Standard Time),162.45,166.75,149.65,153.3,115425,382100,123.59
Thu May 09 2024 11:00:00 GMT+0530 (India Standard Time),153.05,161.35,153,155.5,82250,402100,123.59
Thu May 09 2024 11:05:00 GMT+0530 (India Standard Time),155.4,167.9,155,160.1,156775,428525,123.59
Thu May 09 2024 11:10:00 GMT+0530 (India Standard Time),160.85,166,159.25,161,106375,422950,126.87
Thu May 09 2024 11:15:00 GMT+0530 (India Standard Time),161,166.75,157.55,165.85,59925,423700,127.56
Thu May 09 2024 11:20:00 GMT+0530 (India Standard Time),165.85,170.7,160.15,166.8,142250,452200,131.25
Thu May 09 2024 11:25:00 GMT+0530 (India Standard Time),166.25,169.4,159.05,165.2,70025,448950,131.25
Thu May 09 2024 11:30:00 GMT+0530 (India Standard Time),164.8,169,154.95,158.8,131825,476250,131.25
Thu May 09 2024 11:35:00 GMT+0530 (India Standard Time),158.8,159.85,147.9,149.95,101825,475350,131.25
Thu May 09 2024 11:40:00 GMT+0530 (India Standard Time),149.95,153.45,144.15,149.95,77775,474300,131.25
Thu May 09 2024 11:45:00 GMT+0530 (India Standard Time),149.1,152.15,138,144.55,82275,479800,131.25
Thu May 09 2024 11:50:00 GMT+0530 (India Standard Time),144.55,150.2,138,149.8,79200,489850,131.25
Thu May 09 2024 11:55:00 GMT+0530 (India Standard Time),149.8,152.6,143.65,145.9,61925,497775,131.25
Thu May 09 2024 12:00:00 GMT+0530 (India Standard Time),145.2,151.15,143.25,147.65,53775,513850,131.25
Thu May 09 2024 12:05:00 GMT+0530 (India Standard Time),147.3,152,147,151.4,51400,521950,131.25
Thu May 09 2024 12:10:00 GMT+0530 (India Standard Time),151.2,154.6,142.9,144.6,51050,525475,131.25
Thu May 09 2024 12:15:00 GMT+0530 (India Standard Time),144.6,146.5,129.3,133.5,81775,532275,131.25
Thu May 09 2024 12:20:00 GMT+0530 (India Standard Time),133.5,137.85,130.9,136.05,42850,531675,131.25
Thu May 09 2024 12:25:00 GMT+0530 (India Standard Time),136,150.25,135.9,148.1,136875,542875,131.25
Thu May 09 2024 12:30:00 GMT+0530 (India Standard Time),147.9,153.95,144.05,144.6,125875,555775,131.25
Thu May 09 2024 12:35:00 GMT+0530 (India Standard Time),144.6,157.4,141.7,155,139750,559725,131.25
Thu May 09 2024 12:40:00 GMT+0530 (India Standard Time),156.75,162.1,151.5,158.7,175325,559200,131.25
Thu May 09 2024 12:45:00 GMT+0530 (India Standard Time),159,183.55,155.15,179.2,511925,627850,131.25
Thu May 09 2024 12:50:00 GMT+0530 (India Standard Time),179.2,200,175.55,197.55,329800,597350,141.47
Thu May 09 2024 12:55:00 GMT+0530 (India Standard Time),197.15,215.9,197.15,202.35,215900,472900,158.8
Thu May 09 2024 13:00:00 GMT+0530 (India Standard Time),202.35,202.6,187.3,190.75,60300,466550,158.8
Thu May 09 2024 13:05:00 GMT+0530 (India Standard Time),190.75,196.55,184.2,192.6,30400,461125,158.8
Thu May 09 2024 13:10:00 GMT+0530 (India Standard Time),192.5,200.95,191.55,193.4,52950,456775,158.8
Thu May 09 2024 13:15:00 GMT+0530 (India Standard Time),193.4,199.85,189.6,196.2,45350,432075,158.8
Thu May 09 2024 13:20:00 GMT+0530 (India Standard Time),196.2,218.2,194.35,218.2,112475,411000,160.37
Thu May 09 2024 13:25:00 GMT+0530 (India Standard Time),218.4,219.3,193.65,198.8,77325,373750,160.37
Thu May 09 2024 13:30:00 GMT+0530 (India Standard Time),198.8,203.8,191.85,199.75,27500,368900,160.37
Thu May 09 2024 13:35:00 GMT+0530 (India Standard Time),199.75,202.5,191.85,192,21775,370025,160.37
Thu May 09 2024 13:40:00 GMT+0530 (India Standard Time),192,198,184.5,196.1,70200,355400,160.37
Thu May 09 2024 13:45:00 GMT+0530 (India Standard Time),196.1,196.6,173.75,180.45,93250,336000,160.37
Thu May 09 2024 13:50:00 GMT+0530 (India Standard Time),180.55,196.8,178.15,193,40075,333825,160.37
Thu May 09 2024 13:55:00 GMT+0530 (India Standard Time),193,200.95,190,193.9,48400,330800,160.37
Thu May 09 2024 14:00:00 GMT+0530 (India Standard Time),193.9,207.65,192.15,193.05,50175,326650,160.37
Thu May 09 2024 14:05:00 GMT+0530 (India Standard Time),193.05,194.1,178.4,178.8,57400,324600,160.37
Thu May 09 2024 14:10:00 GMT+0530 (India Standard Time),178.8,188.5,177.6,183,45400,317450,160.37
Thu May 09 2024 14:15:00 GMT+0530 (India Standard Time),183,190,180.9,187.45,26850,315375,160.37
Thu May 09 2024 14:20:00 GMT+0530 (India Standard Time),187.45,188.5,171.15,185.8,58825,315075,160.37
Thu May 09 2024 14:25:00 GMT+0530 (India Standard Time),185.8,193.15,177.25,189.55,59950,302675,160.37
Thu May 09 2024 14:30:00 GMT+0530 (India Standard Time),189,198,188.35,194.7,63850,304425,160.37
Thu May 09 2024 14:35:00 GMT+0530 (India Standard Time),194.7,211.35,191.3,207.35,145300,296475,160.37
Thu May 09 2024 14:40:00 GMT+0530 (India Standard Time),207.35,237.65,201.3,231.2,175550,288550,165.53
Thu May 09 2024 14:45:00 GMT+0530 (India Standard Time),231.2,232.4,208.35,214,75550,288600,165.53
Thu May 09 2024 14:50:00 GMT+0530 (India Standard Time),214,214,195.7,207.2,91550,287900,165.53
Thu May 09 2024 14:55:00 GMT+0530 (India Standard Time),207,217.25,204.8,213,39375,280450,165.53
Thu May 09 2024 15:00:00 GMT+0530 (India Standard Time),212.75,227.85,211.8,224,60375,277150,167
Thu May 09 2024 15:05:00 GMT+0530 (India Standard Time),224.9,235.55,221.7,227.25,40375,270275,177.41
Thu May 09 2024 15:10:00 GMT+0530 (India Standard Time),227.25,246.35,222.35,244.45,51150,271125,180.17
Thu May 09 2024 15:15:00 GMT+0530 (India Standard Time),245.05,256.15,241.35,250.8,78575,243675,195.96
