Date,Open,High,Low,Close,Volume,OI,"Trend ‌Supertrend‌ (7,3)"
Thu May 09 2024 10:00:00 GMT+0530 (India Standard Time),49.05,50.65,46.1,48,46625,251425,34.27
Thu May 09 2024 10:05:00 GMT+0530 (India Standard Time),48,48,44.25,46.25,24350,252675,34.27
Thu May 09 2024 10:10:00 GMT+0530 (India Standard Time),46.25,53.75,45,51.5,42000,256775,34.27
Thu May 09 2024 10:15:00 GMT+0530 (India Standard Time),51.9,54.6,49,52.75,48250,251775,34.27
Thu May 09 2024 10:20:00 GMT+0530 (India Standard Time),52.75,65.5,52.65,65.5,80525,253575,38.41
Thu May 09 2024 10:25:00 GMT+0530 (India Standard Time),64.55,68.95,61.8,65,49300,253850,44.6
Thu May 09 2024 10:30:00 GMT+0530 (India Standard Time),65,67.05,61.1,61.5,45525,255775,44.6
Thu May 09 2024 10:35:00 GMT+0530 (India Standard Time),61.5,65.45,60.05,64.4,34350,267250,44.6
Thu May 09 2024 10:40:00 GMT+0530 (India Standard Time),64.4,68.3,61.8,66,28450,269500,45.32
Thu May 09 2024 10:45:00 GMT+0530 (India Standard Time),66.55,69.05,64.1,66.4,18875,266900,47.54
Thu May 09 2024 10:50:00 GMT+0530 (India Standard Time),66.4,66.75,62.25,65,22100,265175,47.54
Thu May 09 2024 10:55:00 GMT+0530 (India Standard Time),65,67,59.2,60,25300,264775,47.54
Thu May 09 2024 11:00:00 GMT+0530 (India Standard Time),60,63.9,59.9,60.5,14375,270900,47.54
Thu May 09 2024 11:05:00 GMT+0530 (India Standard Time),60.5,66.2,60.5,62.85,24325,270000,47.54
Thu May 09 2024 11:10:00 GMT+0530 (India Standard Time),62.85,65.25,62.35,62.65,11700,269250,47.54
Thu May 09 2024 11:15:00 GMT+0530 (India Standard Time),62.65,65.35,61.2,65.2,16025,270250,47.54
Thu May 09 2024 11:20:00 GMT+0530 (India Standard Time),65.2,67.25,62.5,66.3,40025,271300,49.16
Thu May 09 2024 11:25:00 GMT+0530 (India Standard Time),66.3,67.3,62.1,65.5,38850,272825,49.16
Thu May 09 2024 11:30:00 GMT+0530 (India Standard Time),65.4,67.2,60.2,62.15,27500,272875,49.16
Thu May 09 2024 11:35:00 GMT+0530 (India Standard Time),62.15,62.65,56.9,57.75,15800,275150,49.16
Thu May 09 2024 11:40:00 GMT+0530 (India Standard Time),57.6,59.5,54.9,57.85,47350,274300,49.16
Thu May 09 2024 11:45:00 GMT+0530 (India Standard Time),57.75,59.25,51.8,55,49225,285825,49.16
Thu May 09 2024 11:50:00 GMT+0530 (India Standard Time),55,57.2,51.3,56.65,19700,286200,49.16
Thu May 09 2024 11:55:00 GMT+0530 (India Standard Time),56.65,58,54.3,56.25,18125,283450,49.16
Thu May 09 2024 12:00:00 GMT+0530 (India Standard Time),56.25,57.45,54.05,56.4,10425,283925,49.16
Thu May 09 2024 12:05:00 GMT+0530 (India Standard Time),56.4,58.3,56,58,12150,284050,49.16
Thu May 09 2024 12:10:00 GMT+0530 (India Standard Time),58,59.55,53.95,54.3,26100,282575,49.16
Thu May 09 2024 12:15:00 GMT+0530 (India Standard Time),54.3,55,47.7,49.55,40150,280525,49.16
Thu May 09 2024 12:20:00 GMT+0530 (India Standard Time),49.55,51.5,48.4,50.8,14800,285125,49.16
Thu May 09 2024 12:25:00 GMT+0530 (India Standard Time),50.8,57.15,50.8,56.25,14500,286800,49.16
Thu May 09 2024 12:30:00 GMT+0530 (India Standard Time),56.2,59,54.75,54.75,20600,290700,49.16
Thu May 09 2024 12:35:00 GMT+0530 (India Standard Time),54.75,60.55,53.45,59.35,64400,291650,49.16
